,barcode,oh_nr,type,type_nr,oh_value,cathode_nr,cathode_point,cathode_point_x_std,cathode_point_y_std,anode_nr,anode_point,anode_point_x_std,anode_point_y_std
0,19,0,left,0,0.93,0,"[288, 819]",344.972,23.425,0,"[336, 639]",334.786,26.347
1,19,1,left,1,1.018,1,"[323, 835]",344.972,23.425,1,"[367, 636]",334.786,26.347
2,19,2,left,2,0.754,2,"[365, 795]",344.972,23.425,2,"[389, 646]",334.786,26.347
3,19,3,left,3,0.942,3,"[398, 841]",344.972,23.425,3,"[414, 653]",334.786,26.347
4,19,4,left,4,0.859,4,"[437, 822]",344.972,23.425,4,"[441, 650]",334.786,26.347
5,19,5,left,5,1.019,5,"[472, 854]",344.972,23.425,5,"[473, 650]",334.786,26.347
6,19,6,left,6,1.079,6,"[509, 860]",344.972,23.425,6,"[502, 644]",334.786,26.347
7,19,7,left,7,1.036,7,"[546, 855]",344.972,23.425,7,"[533, 648]",334.786,26.347
8,19,8,left,8,1.084,8,"[583, 858]",344.972,23.425,8,"[577, 641]",334.786,26.347
9,19,9,left,9,0.796,9,"[623, 810]",344.972,23.425,9,"[602, 652]",334.786,26.347
10,19,10,left,10,0.984,10,"[658, 855]",344.972,23.425,10,"[660, 658]",334.786,26.347
11,19,11,left,11,0.904,11,"[697, 845]",344.972,23.425,11,"[692, 664]",334.786,26.347
12,19,12,left,12,1.159,12,"[731, 895]",344.972,23.425,12,"[727, 663]",334.786,26.347
13,19,13,left,13,0.945,13,"[768, 863]",344.972,23.425,13,"[757, 674]",334.786,26.347
14,19,14,left,14,0.949,14,"[806, 865]",344.972,23.425,14,"[802, 675]",334.786,26.347
15,19,15,left,15,1.004,15,"[842, 883]",344.972,23.425,15,"[838, 682]",334.786,26.347
16,19,16,left,16,1.0,16,"[879, 891]",344.972,23.425,16,"[870, 691]",334.786,26.347
17,19,17,left,17,1.001,17,"[915, 886]",344.972,23.425,17,"[902, 686]",334.786,26.347
18,19,18,left,18,0.845,18,"[952, 850]",344.972,23.425,18,"[932, 682]",334.786,26.347
19,19,19,left,19,0.932,19,"[991, 868]",344.972,23.425,19,"[976, 682]",334.786,26.347
20,19,20,left,20,1.031,20,"[1029, 868]",344.972,23.425,20,"[1015, 662]",334.786,26.347
21,19,21,left,21,1.1,21,"[1068, 871]",344.972,23.425,21,"[1055, 651]",334.786,26.347
22,19,22,left,22,0.997,22,"[1105, 870]",344.972,23.425,22,"[1089, 671]",334.786,26.347
23,19,23,left,23,1.084,23,"[1142, 882]",344.972,23.425,23,"[1133, 665]",334.786,26.347
24,19,24,left,24,1.002,24,"[1181, 857]",344.972,23.425,24,"[1164, 657]",334.786,26.347
25,19,25,left,25,0.991,25,"[1220, 866]",344.972,23.425,25,"[1206, 668]",334.786,26.347
26,19,26,left,26,1.101,26,"[1256, 877]",344.972,23.425,26,"[1241, 657]",334.786,26.347
27,19,27,left,27,0.998,27,"[1294, 858]",344.972,23.425,27,"[1276, 659]",334.786,26.347
28,19,28,left,28,1.283,28,"[1333, 861]",344.972,23.425,28,"[1311, 605]",334.786,26.347
29,19,29,left,29,1.204,29,"[1371, 833]",344.972,23.425,29,"[1332, 595]",334.786,26.347
30,19,30,left,30,1.21,30,"[1411, 833]",344.972,23.425,30,"[1352, 598]",334.786,26.347
31,19,31,left,31,1.599,31,"[1450, 885]",344.972,23.425,31,"[1370, 575]",334.786,26.347
32,19,32,right,0,0.995,0,"[288, 819]",344.972,23.425,1,"[367, 636]",334.786,26.347
33,19,33,right,1,1.0,1,"[323, 835]",344.972,23.425,2,"[389, 646]",334.786,26.347
34,19,34,right,2,0.75,2,"[365, 795]",344.972,23.425,3,"[414, 653]",334.786,26.347
35,19,35,right,3,0.978,3,"[398, 841]",344.972,23.425,4,"[441, 650]",334.786,26.347
36,19,36,right,4,0.877,4,"[437, 822]",344.972,23.425,5,"[473, 650]",334.786,26.347
37,19,37,right,5,1.059,5,"[472, 854]",344.972,23.425,6,"[502, 644]",334.786,26.347
38,19,38,right,6,1.065,6,"[509, 860]",344.972,23.425,7,"[533, 648]",334.786,26.347
39,19,39,right,7,1.08,7,"[546, 855]",344.972,23.425,8,"[577, 641]",334.786,26.347
40,19,40,right,8,1.033,8,"[583, 858]",344.972,23.425,9,"[602, 652]",334.786,26.347
41,19,41,right,9,0.781,9,"[623, 810]",344.972,23.425,10,"[660, 658]",334.786,26.347
42,19,42,right,10,0.969,10,"[658, 855]",344.972,23.425,11,"[692, 664]",334.786,26.347
43,19,43,right,11,0.921,11,"[697, 845]",344.972,23.425,12,"[727, 663]",334.786,26.347
44,19,44,right,12,1.111,12,"[731, 895]",344.972,23.425,13,"[757, 674]",334.786,26.347
45,19,45,right,13,0.954,13,"[768, 863]",344.972,23.425,14,"[802, 675]",334.786,26.347
46,19,46,right,14,0.928,14,"[806, 865]",344.972,23.425,15,"[838, 682]",334.786,26.347
47,19,47,right,15,0.969,15,"[842, 883]",344.972,23.425,16,"[870, 691]",334.786,26.347
48,19,48,right,16,1.03,16,"[879, 891]",344.972,23.425,17,"[902, 686]",334.786,26.347
49,19,49,right,17,1.022,17,"[915, 886]",344.972,23.425,18,"[932, 682]",334.786,26.347
50,19,50,right,18,0.847,18,"[952, 850]",344.972,23.425,19,"[976, 682]",334.786,26.347
51,19,51,right,19,1.036,19,"[991, 868]",344.972,23.425,20,"[1015, 662]",334.786,26.347
52,19,52,right,20,1.091,20,"[1029, 868]",344.972,23.425,21,"[1055, 651]",334.786,26.347
53,19,53,right,21,1.004,21,"[1068, 871]",344.972,23.425,22,"[1089, 671]",334.786,26.347
54,19,54,right,22,1.033,22,"[1105, 870]",344.972,23.425,23,"[1133, 665]",334.786,26.347
55,19,55,right,23,1.129,23,"[1142, 882]",344.972,23.425,24,"[1164, 657]",334.786,26.347
56,19,56,right,24,0.952,24,"[1181, 857]",344.972,23.425,25,"[1206, 668]",334.786,26.347
57,19,57,right,25,1.049,25,"[1220, 866]",344.972,23.425,26,"[1241, 657]",334.786,26.347
58,19,58,right,26,1.093,26,"[1256, 877]",344.972,23.425,27,"[1276, 659]",334.786,26.347
59,19,59,right,27,1.266,27,"[1294, 858]",344.972,23.425,28,"[1311, 605]",334.786,26.347
60,19,60,right,28,1.328,28,"[1333, 861]",344.972,23.425,29,"[1332, 595]",334.786,26.347
61,19,61,right,29,1.177,29,"[1371, 833]",344.972,23.425,30,"[1352, 598]",334.786,26.347
62,19,62,right,30,1.304,30,"[1411, 833]",344.972,23.425,31,"[1370, 575]",334.786,26.347
63,19,63,right,31,1.271,31,"[1450, 885]",344.972,23.425,32,"[1397, 636]",334.786,26.347
