,barcode,oh_nr,type,type_nr,oh_value,cathode_nr,cathode_point,cathode_point_x_std,cathode_point_y_std,anode_nr,anode_point,anode_point_x_std,anode_point_y_std
0,4,0,left,0,0.552,0,"[355, 728]",408.756,41.653,0,"[377, 599]",393.443,20.209
1,4,1,left,1,1.03,1,"[382, 811]",408.756,41.653,1,"[413, 569]",393.443,20.209
2,4,2,left,2,0.972,2,"[430, 795]",408.756,41.653,2,"[440, 565]",393.443,20.209
3,4,3,left,3,1.237,3,"[462, 865]",408.756,41.653,3,"[466, 572]",393.443,20.209
4,4,4,left,4,1.058,4,"[511, 815]",408.756,41.653,4,"[495, 565]",393.443,20.209
5,4,5,left,5,1.075,5,"[555, 825]",408.756,41.653,5,"[537, 571]",393.443,20.209
6,4,6,left,6,1.222,6,"[598, 870]",408.756,41.653,6,"[582, 581]",393.443,20.209
7,4,7,left,7,1.221,7,"[641, 885]",408.756,41.653,7,"[630, 596]",393.443,20.209
8,4,8,left,8,1.227,8,"[687, 866]",408.756,41.653,8,"[666, 576]",393.443,20.209
9,4,9,left,9,1.213,9,"[732, 870]",408.756,41.653,9,"[716, 583]",393.443,20.209
10,4,10,left,10,1.213,10,"[777, 868]",408.756,41.653,10,"[764, 581]",393.443,20.209
11,4,11,left,11,1.174,11,"[822, 871]",408.756,41.653,11,"[812, 593]",393.443,20.209
12,4,12,left,12,1.322,12,"[865, 898]",408.756,41.653,12,"[860, 585]",393.443,20.209
13,4,13,left,13,1.566,13,"[906, 961]",408.756,41.653,13,"[902, 590]",393.443,20.209
14,4,14,left,14,1.246,14,"[950, 873]",408.756,41.653,14,"[944, 578]",393.443,20.209
15,4,15,left,15,1.237,15,"[997, 893]",408.756,41.653,15,"[990, 600]",393.443,20.209
16,4,16,left,16,1.153,16,"[1042, 905]",408.756,41.653,16,"[1033, 632]",393.443,20.209
17,4,17,left,17,1.255,17,"[1086, 911]",408.756,41.653,17,"[1073, 614]",393.443,20.209
18,4,18,left,18,1.024,18,"[1126, 864]",408.756,41.653,18,"[1109, 622]",393.443,20.209
19,4,19,left,19,1.032,19,"[1176, 875]",408.756,41.653,19,"[1160, 631]",393.443,20.209
20,4,20,left,20,1.233,20,"[1218, 925]",408.756,41.653,20,"[1208, 633]",393.443,20.209
21,4,21,left,21,1.033,21,"[1264, 866]",408.756,41.653,21,"[1247, 622]",393.443,20.209
22,4,22,left,22,1.004,22,"[1310, 863]",408.756,41.653,22,"[1291, 626]",393.443,20.209
23,4,23,left,23,1.062,23,"[1357, 875]",408.756,41.653,23,"[1328, 625]",393.443,20.209
24,4,24,left,24,1.28,24,"[1402, 902]",408.756,41.653,24,"[1375, 600]",393.443,20.209
25,4,25,left,25,1.254,25,"[1445, 878]",408.756,41.653,25,"[1410, 583]",393.443,20.209
26,4,26,left,26,1.39,26,"[1490, 914]",408.756,41.653,26,"[1443, 588]",393.443,20.209
27,4,27,left,27,1.327,27,"[1533, 895]",408.756,41.653,27,"[1481, 585]",393.443,20.209
28,4,28,left,28,1.188,28,"[1575, 857]",408.756,41.653,28,"[1511, 583]",393.443,20.209
29,4,29,left,29,1.151,29,"[1619, 841]",408.756,41.653,29,"[1540, 580]",393.443,20.209
30,4,30,left,30,1.178,30,"[1665, 854]",408.756,41.653,30,"[1569, 592]",393.443,20.209
31,4,31,left,31,1.367,31,"[1710, 889]",408.756,41.653,31,"[1593, 587]",393.443,20.209
32,4,32,right,0,0.715,0,"[355, 728]",408.756,41.653,1,"[413, 569]",393.443,20.209
33,4,33,right,1,1.067,1,"[382, 811]",408.756,41.653,2,"[440, 565]",393.443,20.209
34,4,34,right,2,0.954,2,"[430, 795]",408.756,41.653,3,"[466, 572]",393.443,20.209
35,4,35,right,3,1.274,3,"[462, 865]",408.756,41.653,4,"[495, 565]",393.443,20.209
36,4,36,right,4,1.036,4,"[511, 815]",408.756,41.653,5,"[537, 571]",393.443,20.209
37,4,37,right,5,1.036,5,"[555, 825]",408.756,41.653,6,"[582, 581]",393.443,20.209
38,4,38,right,6,1.165,6,"[598, 870]",408.756,41.653,7,"[630, 596]",393.443,20.209
39,4,39,right,7,1.309,7,"[641, 885]",408.756,41.653,8,"[666, 576]",393.443,20.209
40,4,40,right,8,1.201,8,"[687, 866]",408.756,41.653,9,"[716, 583]",393.443,20.209
41,4,41,right,9,1.228,9,"[732, 870]",408.756,41.653,10,"[764, 581]",393.443,20.209
42,4,42,right,10,1.17,10,"[777, 868]",408.756,41.653,11,"[812, 593]",393.443,20.209
43,4,43,right,11,1.218,11,"[822, 871]",408.756,41.653,12,"[860, 585]",393.443,20.209
44,4,44,right,12,1.31,12,"[865, 898]",408.756,41.653,13,"[902, 590]",393.443,20.209
45,4,45,right,13,1.625,13,"[906, 961]",408.756,41.653,14,"[944, 578]",393.443,20.209
46,4,46,right,14,1.165,14,"[950, 873]",408.756,41.653,15,"[990, 600]",393.443,20.209
47,4,47,right,15,1.112,15,"[997, 893]",408.756,41.653,16,"[1033, 632]",393.443,20.209
48,4,48,right,16,1.235,16,"[1042, 905]",408.756,41.653,17,"[1073, 614]",393.443,20.209
49,4,49,right,17,1.224,17,"[1086, 911]",408.756,41.653,18,"[1109, 622]",393.443,20.209
50,4,50,right,18,0.994,18,"[1126, 864]",408.756,41.653,19,"[1160, 631]",393.443,20.209
51,4,51,right,19,1.031,19,"[1176, 875]",408.756,41.653,20,"[1208, 633]",393.443,20.209
52,4,52,right,20,1.285,20,"[1218, 925]",408.756,41.653,21,"[1247, 622]",393.443,20.209
53,4,53,right,21,1.02,21,"[1264, 866]",408.756,41.653,22,"[1291, 626]",393.443,20.209
54,4,54,right,22,1.008,22,"[1310, 863]",408.756,41.653,23,"[1328, 625]",393.443,20.209
55,4,55,right,23,1.163,23,"[1357, 875]",408.756,41.653,24,"[1375, 600]",393.443,20.209
56,4,56,right,24,1.347,24,"[1402, 902]",408.756,41.653,25,"[1410, 583]",393.443,20.209
57,4,57,right,25,1.224,25,"[1445, 878]",408.756,41.653,26,"[1443, 588]",393.443,20.209
58,4,58,right,26,1.389,26,"[1490, 914]",408.756,41.653,27,"[1481, 585]",393.443,20.209
59,4,59,right,27,1.32,27,"[1533, 895]",408.756,41.653,28,"[1511, 583]",393.443,20.209
60,4,60,right,28,1.179,28,"[1575, 857]",408.756,41.653,29,"[1540, 580]",393.443,20.209
61,4,61,right,29,1.072,29,"[1619, 841]",408.756,41.653,30,"[1569, 592]",393.443,20.209
62,4,62,right,30,1.167,30,"[1665, 854]",408.756,41.653,31,"[1593, 587]",393.443,20.209
63,4,63,right,31,1.321,31,"[1710, 889]",408.756,41.653,32,"[1621, 589]",393.443,20.209
