,barcode,oh_nr,type,type_nr,oh_value,cathode_nr,cathode_point,cathode_point_x_std,cathode_point_y_std,anode_nr,anode_point,anode_point_x_std,anode_point_y_std
0,5,0,left,0,1.048,0,"[162, 583]",256.409,7.232,0,"[177, 428]",256.116,14.289
1,5,1,left,1,1.119,1,"[193, 575]",256.409,7.232,1,"[203, 409]",256.116,14.289
2,5,2,left,2,1.208,2,"[222, 588]",256.409,7.232,2,"[235, 409]",256.116,14.289
3,5,3,left,3,1.125,3,"[250, 587]",256.409,7.232,3,"[257, 420]",256.116,14.289
4,5,4,left,4,1.144,4,"[279, 592]",256.409,7.232,4,"[279, 422]",256.116,14.289
5,5,5,left,5,1.112,5,"[307, 588]",256.409,7.232,5,"[300, 423]",256.116,14.289
6,5,6,left,6,1.153,6,"[334, 597]",256.409,7.232,6,"[323, 426]",256.116,14.289
7,5,7,left,7,1.081,7,"[361, 590]",256.409,7.232,7,"[348, 430]",256.116,14.289
8,5,8,left,8,1.074,8,"[389, 586]",256.409,7.232,8,"[376, 427]",256.116,14.289
9,5,9,left,9,1.087,9,"[418, 589]",256.409,7.232,9,"[406, 428]",256.116,14.289
10,5,10,left,10,1.107,10,"[446, 591]",256.409,7.232,10,"[434, 427]",256.116,14.289
11,5,11,left,11,0.967,11,"[474, 587]",256.409,7.232,11,"[461, 444]",256.116,14.289
12,5,12,left,12,1.052,12,"[502, 598]",256.409,7.232,12,"[494, 442]",256.116,14.289
13,5,13,left,13,0.967,13,"[530, 594]",256.409,7.232,13,"[517, 451]",256.116,14.289
14,5,14,left,14,0.994,14,"[558, 596]",256.409,7.232,14,"[544, 449]",256.116,14.289
15,5,15,left,15,1.027,15,"[586, 602]",256.409,7.232,15,"[573, 450]",256.116,14.289
16,5,16,left,16,0.967,16,"[613, 597]",256.409,7.232,16,"[599, 454]",256.116,14.289
17,5,17,left,17,1.074,17,"[641, 610]",256.409,7.232,17,"[628, 451]",256.116,14.289
18,5,18,left,18,1.034,18,"[668, 603]",256.409,7.232,18,"[654, 450]",256.116,14.289
19,5,19,left,19,1.028,19,"[696, 601]",256.409,7.232,19,"[682, 449]",256.116,14.289
20,5,20,left,20,1.009,20,"[724, 598]",256.409,7.232,20,"[708, 449]",256.116,14.289
21,5,21,left,21,1.042,21,"[751, 599]",256.409,7.232,21,"[736, 445]",256.116,14.289
22,5,22,left,22,1.04,22,"[778, 599]",256.409,7.232,22,"[766, 445]",256.116,14.289
23,5,23,left,23,1.027,23,"[806, 603]",256.409,7.232,23,"[793, 451]",256.116,14.289
24,5,24,left,24,1.042,24,"[834, 598]",256.409,7.232,24,"[818, 444]",256.116,14.289
25,5,25,left,25,1.095,25,"[861, 601]",256.409,7.232,25,"[846, 439]",256.116,14.289
26,5,26,left,26,1.081,26,"[889, 598]",256.409,7.232,26,"[875, 438]",256.116,14.289
27,5,27,left,27,1.076,27,"[917, 590]",256.409,7.232,27,"[901, 431]",256.116,14.289
28,5,28,left,28,1.121,28,"[944, 594]",256.409,7.232,28,"[930, 428]",256.116,14.289
29,5,29,left,29,1.162,29,"[971, 594]",256.409,7.232,29,"[956, 422]",256.116,14.289
30,5,30,left,30,1.167,30,"[999, 592]",256.409,7.232,30,"[977, 420]",256.116,14.289
31,5,31,left,31,1.187,31,"[1025, 581]",256.409,7.232,31,"[996, 407]",256.116,14.289
32,5,32,right,0,1.203,0,"[162, 583]",256.409,7.232,1,"[203, 409]",256.116,14.289
33,5,33,right,1,1.153,1,"[193, 575]",256.409,7.232,2,"[235, 409]",256.116,14.289
34,5,34,right,2,1.155,2,"[222, 588]",256.409,7.232,3,"[257, 420]",256.116,14.289
35,5,35,right,3,1.128,3,"[250, 587]",256.409,7.232,4,"[279, 422]",256.116,14.289
36,5,36,right,4,1.146,4,"[279, 592]",256.409,7.232,5,"[300, 423]",256.116,14.289
37,5,37,right,5,1.096,5,"[307, 588]",256.409,7.232,6,"[323, 426]",256.116,14.289
38,5,38,right,6,1.128,6,"[334, 597]",256.409,7.232,7,"[348, 430]",256.116,14.289
39,5,39,right,7,1.102,7,"[361, 590]",256.409,7.232,8,"[376, 427]",256.116,14.289
40,5,40,right,8,1.07,8,"[389, 586]",256.409,7.232,9,"[406, 428]",256.116,14.289
41,5,41,right,9,1.096,9,"[418, 589]",256.409,7.232,10,"[434, 427]",256.116,14.289
42,5,42,right,10,0.995,10,"[446, 591]",256.409,7.232,11,"[461, 444]",256.116,14.289
43,5,43,right,11,0.985,11,"[474, 587]",256.409,7.232,12,"[494, 442]",256.116,14.289
44,5,44,right,12,0.995,12,"[502, 598]",256.409,7.232,13,"[517, 451]",256.116,14.289
45,5,45,right,13,0.981,13,"[530, 594]",256.409,7.232,14,"[544, 449]",256.116,14.289
46,5,46,right,14,0.988,14,"[558, 596]",256.409,7.232,15,"[573, 450]",256.116,14.289
47,5,47,right,15,1.0,15,"[586, 602]",256.409,7.232,16,"[599, 454]",256.116,14.289
