,barcode,oh_nr,type,type_nr,oh_value,cathode_nr,cathode_point,cathode_point_x_std,cathode_point_y_std,anode_nr,anode_point,anode_point_x_std,anode_point_y_std
0,10,0,left,0,1.498,0,"[309, 997]",409.945,24.145,0,"[362, 646]",401.702,13.81
1,10,1,left,1,1.262,1,"[354, 924]",409.945,24.145,1,"[389, 627]",401.702,13.81
2,10,2,left,2,1.441,2,"[395, 952]",409.945,24.145,2,"[415, 611]",401.702,13.81
3,10,3,left,3,1.342,3,"[439, 924]",409.945,24.145,3,"[443, 606]",401.702,13.81
4,10,4,left,4,1.288,4,"[484, 909]",409.945,24.145,4,"[476, 604]",401.702,13.81
5,10,5,left,5,1.307,5,"[529, 912]",409.945,24.145,5,"[508, 603]",401.702,13.81
6,10,6,left,6,1.345,6,"[574, 920]",409.945,24.145,6,"[552, 602]",401.702,13.81
7,10,7,left,7,1.292,7,"[619, 912]",409.945,24.145,7,"[592, 607]",401.702,13.81
8,10,8,left,8,1.362,8,"[665, 928]",409.945,24.145,8,"[644, 606]",401.702,13.81
9,10,9,left,9,1.45,9,"[709, 950]",409.945,24.145,9,"[689, 607]",401.702,13.81
10,10,10,left,10,1.589,10,"[754, 981]",409.945,24.145,10,"[732, 605]",401.702,13.81
11,10,11,left,11,1.615,11,"[797, 986]",409.945,24.145,11,"[773, 604]",401.702,13.81
12,10,12,left,12,1.335,12,"[836, 919]",409.945,24.145,12,"[808, 604]",401.702,13.81
13,10,13,left,13,1.317,13,"[886, 919]",409.945,24.145,13,"[861, 608]",401.702,13.81
14,10,14,left,14,1.31,14,"[932, 925]",409.945,24.145,14,"[916, 615]",401.702,13.81
15,10,15,left,15,1.293,15,"[979, 929]",409.945,24.145,15,"[949, 624]",401.702,13.81
16,10,16,left,16,1.321,16,"[1023, 934]",409.945,24.145,16,"[999, 622]",401.702,13.81
17,10,17,left,17,1.355,17,"[1068, 946]",409.945,24.145,17,"[1043, 626]",401.702,13.81
18,10,18,left,18,1.262,18,"[1108, 923]",409.945,24.145,18,"[1084, 625]",401.702,13.81
19,10,19,left,19,1.256,19,"[1156, 925]",409.945,24.145,19,"[1136, 628]",401.702,13.81
20,10,20,left,20,1.139,20,"[1200, 901]",409.945,24.145,20,"[1178, 632]",401.702,13.81
21,10,21,left,21,1.294,21,"[1247, 907]",409.945,24.145,21,"[1227, 601]",401.702,13.81
22,10,22,left,22,1.487,22,"[1292, 961]",409.945,24.145,22,"[1275, 609]",401.702,13.81
23,10,23,left,23,1.302,23,"[1333, 914]",409.945,24.145,23,"[1316, 606]",401.702,13.81
24,10,24,left,24,1.319,24,"[1378, 922]",409.945,24.145,24,"[1359, 610]",401.702,13.81
25,10,25,left,25,1.298,25,"[1423, 914]",409.945,24.145,25,"[1406, 607]",401.702,13.81
26,10,26,left,26,1.405,26,"[1468, 942]",409.945,24.145,26,"[1443, 610]",401.702,13.81
27,10,27,left,27,1.284,27,"[1508, 914]",409.945,24.145,27,"[1480, 611]",401.702,13.81
28,10,28,left,28,1.313,28,"[1552, 914]",409.945,24.145,28,"[1508, 606]",401.702,13.81
29,10,29,left,29,1.465,29,"[1597, 956]",409.945,24.145,29,"[1538, 614]",401.702,13.81
30,10,30,left,30,1.224,30,"[1630, 907]",409.945,24.145,30,"[1562, 625]",401.702,13.81
31,10,31,left,31,1.179,31,"[1670, 900]",409.945,24.145,31,"[1588, 633]",401.702,13.81
32,10,32,right,0,1.597,0,"[309, 997]",409.945,24.145,1,"[389, 627]",401.702,13.81
33,10,33,right,1,1.346,1,"[354, 924]",409.945,24.145,2,"[415, 611]",401.702,13.81
34,10,34,right,2,1.474,2,"[395, 952]",409.945,24.145,3,"[443, 606]",401.702,13.81
35,10,35,right,3,1.359,3,"[439, 924]",409.945,24.145,4,"[476, 604]",401.702,13.81
36,10,36,right,4,1.295,4,"[484, 909]",409.945,24.145,5,"[508, 603]",401.702,13.81
37,10,37,right,5,1.312,5,"[529, 912]",409.945,24.145,6,"[552, 602]",401.702,13.81
38,10,38,right,6,1.323,6,"[574, 920]",409.945,24.145,7,"[592, 607]",401.702,13.81
39,10,39,right,7,1.296,7,"[619, 912]",409.945,24.145,8,"[644, 606]",401.702,13.81
40,10,40,right,8,1.358,8,"[665, 928]",409.945,24.145,9,"[689, 607]",401.702,13.81
41,10,41,right,9,1.459,9,"[709, 950]",409.945,24.145,10,"[732, 605]",401.702,13.81
42,10,42,right,10,1.593,10,"[754, 981]",409.945,24.145,11,"[773, 604]",401.702,13.81
43,10,43,right,11,1.613,11,"[797, 986]",409.945,24.145,12,"[808, 604]",401.702,13.81
44,10,44,right,12,1.317,12,"[836, 919]",409.945,24.145,13,"[861, 608]",401.702,13.81
45,10,45,right,13,1.289,13,"[886, 919]",409.945,24.145,14,"[916, 615]",401.702,13.81
46,10,46,right,14,1.272,14,"[932, 925]",409.945,24.145,15,"[949, 624]",401.702,13.81
47,10,47,right,15,1.298,15,"[979, 929]",409.945,24.145,16,"[999, 622]",401.702,13.81
48,10,48,right,16,1.302,16,"[1023, 934]",409.945,24.145,17,"[1043, 626]",401.702,13.81
49,10,49,right,17,1.356,17,"[1068, 946]",409.945,24.145,18,"[1084, 625]",401.702,13.81
50,10,50,right,18,1.25,18,"[1108, 923]",409.945,24.145,19,"[1136, 628]",401.702,13.81
51,10,51,right,19,1.24,19,"[1156, 925]",409.945,24.145,20,"[1178, 632]",401.702,13.81
52,10,52,right,20,1.271,20,"[1200, 901]",409.945,24.145,21,"[1227, 601]",401.702,13.81
53,10,53,right,21,1.263,21,"[1247, 907]",409.945,24.145,22,"[1275, 609]",401.702,13.81
54,10,54,right,22,1.502,22,"[1292, 961]",409.945,24.145,23,"[1316, 606]",401.702,13.81
55,10,55,right,23,1.288,23,"[1333, 914]",409.945,24.145,24,"[1359, 610]",401.702,13.81
56,10,56,right,24,1.335,24,"[1378, 922]",409.945,24.145,25,"[1406, 607]",401.702,13.81
57,10,57,right,25,1.286,25,"[1423, 914]",409.945,24.145,26,"[1443, 610]",401.702,13.81
58,10,58,right,26,1.398,26,"[1468, 942]",409.945,24.145,27,"[1480, 611]",401.702,13.81
59,10,59,right,27,1.3,27,"[1508, 914]",409.945,24.145,28,"[1508, 606]",401.702,13.81
60,10,60,right,28,1.267,28,"[1552, 914]",409.945,24.145,29,"[1538, 614]",401.702,13.81
61,10,61,right,29,1.405,29,"[1597, 956]",409.945,24.145,30,"[1562, 625]",401.702,13.81
62,10,62,right,30,1.17,30,"[1630, 907]",409.945,24.145,31,"[1588, 633]",401.702,13.81
63,10,63,right,31,1.025,31,"[1670, 900]",409.945,24.145,32,"[1617, 663]",401.702,13.81
