,barcode,oh_nr,type,type_nr,oh_value,cathode_nr,cathode_point,cathode_point_x_std,cathode_point_y_std,anode_nr,anode_point,anode_point_x_std,anode_point_y_std
0,18,0,left,0,1.314,0,"[384, 1067]",413.848,32.312,0,"[464, 766]",400.371,28.519
1,18,1,left,1,1.157,1,"[426, 1036]",413.848,32.312,1,"[500, 772]",400.371,28.519
2,18,2,left,2,1.071,2,"[472, 1032]",413.848,32.312,2,"[522, 783]",400.371,28.519
3,18,3,left,3,1.218,3,"[516, 1066]",413.848,32.312,3,"[548, 779]",400.371,28.519
4,18,4,left,4,1.269,4,"[560, 1072]",413.848,32.312,4,"[581, 772]",400.371,28.519
5,18,5,left,5,1.131,5,"[604, 1035]",413.848,32.312,5,"[611, 767]",400.371,28.519
6,18,6,left,6,1.203,6,"[651, 1071]",413.848,32.312,6,"[639, 786]",400.371,28.519
7,18,7,left,7,1.166,7,"[695, 1068]",413.848,32.312,7,"[681, 792]",400.371,28.519
8,18,8,left,8,0.926,8,"[739, 990]",413.848,32.312,8,"[725, 771]",400.371,28.519
9,18,9,left,9,1.099,9,"[786, 1045]",413.848,32.312,9,"[770, 785]",400.371,28.519
10,18,10,left,10,1.176,10,"[832, 1062]",413.848,32.312,10,"[810, 784]",400.371,28.519
11,18,11,left,11,1.15,11,"[875, 1044]",413.848,32.312,11,"[856, 772]",400.371,28.519
12,18,12,left,12,1.104,12,"[919, 1040]",413.848,32.312,12,"[901, 779]",400.371,28.519
13,18,13,left,13,1.053,13,"[962, 1026]",413.848,32.312,13,"[945, 777]",400.371,28.519
14,18,14,left,14,1.084,14,"[1009, 1030]",413.848,32.312,14,"[1004, 773]",400.371,28.519
15,18,15,left,15,1.113,15,"[1054, 1046]",413.848,32.312,15,"[1034, 783]",400.371,28.519
16,18,16,left,16,1.015,16,"[1099, 1033]",413.848,32.312,16,"[1072, 794]",400.371,28.519
17,18,17,left,17,1.124,17,"[1144, 1046]",413.848,32.312,17,"[1127, 780]",400.371,28.519
18,18,18,left,18,1.105,18,"[1190, 1047]",413.848,32.312,18,"[1169, 786]",400.371,28.519
19,18,19,left,19,1.259,19,"[1234, 1074]",413.848,32.312,19,"[1205, 777]",400.371,28.519
20,18,20,left,20,0.779,20,"[1275, 955]",413.848,32.312,20,"[1244, 773]",400.371,28.519
21,18,21,left,21,1.147,21,"[1324, 1051]",413.848,32.312,21,"[1303, 780]",400.371,28.519
22,18,22,left,22,1.05,22,"[1369, 1035]",413.848,32.312,22,"[1347, 787]",400.371,28.519
23,18,23,left,23,1.124,23,"[1415, 1057]",413.848,32.312,23,"[1400, 791]",400.371,28.519
24,18,24,left,24,1.196,24,"[1459, 1053]",413.848,32.312,24,"[1440, 770]",400.371,28.519
25,18,25,left,25,1.06,25,"[1504, 1019]",413.848,32.312,25,"[1478, 769]",400.371,28.519
26,18,26,left,26,1.05,26,"[1550, 1020]",413.848,32.312,26,"[1528, 772]",400.371,28.519
27,18,27,left,27,1.16,27,"[1594, 1028]",413.848,32.312,27,"[1571, 754]",400.371,28.519
28,18,28,left,28,1.048,28,"[1637, 976]",413.848,32.312,28,"[1610, 729]",400.371,28.519
29,18,29,left,29,1.133,29,"[1682, 990]",413.848,32.312,29,"[1652, 723]",400.371,28.519
30,18,30,left,30,1.132,30,"[1724, 974]",413.848,32.312,30,"[1676, 710]",400.371,28.519
31,18,31,left,31,1.257,31,"[1766, 960]",413.848,32.312,31,"[1693, 671]",400.371,28.519
32,18,32,right,0,1.337,0,"[384, 1067]",413.848,32.312,1,"[500, 772]",400.371,28.519
33,18,33,right,1,1.141,1,"[426, 1036]",413.848,32.312,2,"[522, 783]",400.371,28.519
34,18,34,right,2,1.114,2,"[472, 1032]",413.848,32.312,3,"[548, 779]",400.371,28.519
35,18,35,right,3,1.27,3,"[516, 1066]",413.848,32.312,4,"[581, 772]",400.371,28.519
36,18,36,right,4,1.304,4,"[560, 1072]",413.848,32.312,5,"[611, 767]",400.371,28.519
37,18,37,right,5,1.061,5,"[604, 1035]",413.848,32.312,6,"[639, 786]",400.371,28.519
38,18,38,right,6,1.184,6,"[651, 1071]",413.848,32.312,7,"[681, 792]",400.371,28.519
39,18,39,right,7,1.259,7,"[695, 1068]",413.848,32.312,8,"[725, 771]",400.371,28.519
40,18,40,right,8,0.875,8,"[739, 990]",413.848,32.312,9,"[770, 785]",400.371,28.519
41,18,41,right,9,1.106,9,"[786, 1045]",413.848,32.312,10,"[810, 784]",400.371,28.519
42,18,42,right,10,1.227,10,"[832, 1062]",413.848,32.312,11,"[856, 772]",400.371,28.519
43,18,43,right,11,1.123,11,"[875, 1044]",413.848,32.312,12,"[901, 779]",400.371,28.519
44,18,44,right,12,1.115,12,"[919, 1040]",413.848,32.312,13,"[945, 777]",400.371,28.519
45,18,45,right,13,1.082,13,"[962, 1026]",413.848,32.312,14,"[1004, 773]",400.371,28.519
46,18,46,right,14,1.047,14,"[1009, 1030]",413.848,32.312,15,"[1034, 783]",400.371,28.519
47,18,47,right,15,1.066,15,"[1054, 1046]",413.848,32.312,16,"[1072, 794]",400.371,28.519
48,18,48,right,16,1.074,16,"[1099, 1033]",413.848,32.312,17,"[1127, 780]",400.371,28.519
49,18,49,right,17,1.102,17,"[1144, 1046]",413.848,32.312,18,"[1169, 786]",400.371,28.519
50,18,50,right,18,1.141,18,"[1190, 1047]",413.848,32.312,19,"[1205, 777]",400.371,28.519
51,18,51,right,19,1.27,19,"[1234, 1074]",413.848,32.312,20,"[1244, 773]",400.371,28.519
52,18,52,right,20,0.748,20,"[1275, 955]",413.848,32.312,21,"[1303, 780]",400.371,28.519
53,18,53,right,21,1.118,21,"[1324, 1051]",413.848,32.312,22,"[1347, 787]",400.371,28.519
54,18,54,right,22,1.038,22,"[1369, 1035]",413.848,32.312,23,"[1400, 791]",400.371,28.519
55,18,55,right,23,1.215,23,"[1415, 1057]",413.848,32.312,24,"[1440, 770]",400.371,28.519
56,18,56,right,24,1.201,24,"[1459, 1053]",413.848,32.312,25,"[1478, 769]",400.371,28.519
57,18,57,right,25,1.047,25,"[1504, 1019]",413.848,32.312,26,"[1528, 772]",400.371,28.519
58,18,58,right,26,1.126,26,"[1550, 1020]",413.848,32.312,27,"[1571, 754]",400.371,28.519
59,18,59,right,27,1.263,27,"[1594, 1028]",413.848,32.312,28,"[1610, 729]",400.371,28.519
60,18,60,right,28,1.069,28,"[1637, 976]",413.848,32.312,29,"[1652, 723]",400.371,28.519
61,18,61,right,29,1.181,29,"[1682, 990]",413.848,32.312,30,"[1676, 710]",400.371,28.519
62,18,62,right,30,1.285,30,"[1724, 974]",413.848,32.312,31,"[1693, 671]",400.371,28.519
63,18,63,right,31,1.147,31,"[1766, 960]",413.848,32.312,32,"[1720, 692]",400.371,28.519
