,barcode,oh_nr,type,type_nr,oh_value,cathode_nr,cathode_point,cathode_point_x_std,cathode_point_y_std,anode_nr,anode_point,anode_point_x_std,anode_point_y_std
0,6,0,left,0,1.249,0,"[351, 989]",413.281,27.742,0,"[415, 700]",403.886,30.632
1,6,1,left,1,1.422,1,"[393, 1016]",413.281,27.742,1,"[444, 683]",403.886,30.632
2,6,2,left,2,1.543,2,"[433, 1060]",413.281,27.742,2,"[468, 696]",403.886,30.632
3,6,3,left,3,1.377,3,"[476, 1024]",413.281,27.742,3,"[492, 698]",403.886,30.632
4,6,4,left,4,1.203,4,"[521, 992]",413.281,27.742,4,"[519, 707]",403.886,30.632
5,6,5,left,5,1.224,5,"[566, 971]",413.281,27.742,5,"[563, 681]",403.886,30.632
6,6,6,left,6,1.308,6,"[614, 978]",413.281,27.742,6,"[610, 668]",403.886,30.632
7,6,7,left,7,1.314,7,"[659, 971]",413.281,27.742,7,"[646, 660]",403.886,30.632
8,6,8,left,8,1.34,8,"[705, 988]",413.281,27.742,8,"[687, 671]",403.886,30.632
9,6,9,left,9,1.508,9,"[750, 1015]",413.281,27.742,9,"[735, 658]",403.886,30.632
10,6,10,left,10,1.47,10,"[794, 986]",413.281,27.742,10,"[777, 638]",403.886,30.632
11,6,11,left,11,1.331,11,"[840, 959]",413.281,27.742,11,"[824, 644]",403.886,30.632
12,6,12,left,12,1.297,12,"[885, 971]",413.281,27.742,12,"[869, 664]",403.886,30.632
13,6,13,left,13,1.411,13,"[931, 1002]",413.281,27.742,13,"[917, 668]",403.886,30.632
14,6,14,left,14,1.199,14,"[976, 959]",413.281,27.742,14,"[950, 676]",403.886,30.632
15,6,15,left,15,1.2,15,"[1022, 979]",413.281,27.742,15,"[1008, 695]",403.886,30.632
16,6,16,left,16,1.23,16,"[1067, 1006]",413.281,27.742,16,"[1049, 715]",403.886,30.632
17,6,17,left,17,1.251,17,"[1110, 1020]",413.281,27.742,17,"[1095, 724]",403.886,30.632
18,6,18,left,18,0.824,18,"[1154, 923]",413.281,27.742,18,"[1124, 730]",403.886,30.632
19,6,19,left,19,1.119,19,"[1200, 986]",413.281,27.742,19,"[1190, 721]",403.886,30.632
20,6,20,left,20,1.323,20,"[1244, 1031]",413.281,27.742,20,"[1226, 718]",403.886,30.632
21,6,21,left,21,1.182,21,"[1288, 1011]",413.281,27.742,21,"[1262, 732]",403.886,30.632
22,6,22,left,22,1.188,22,"[1335, 1012]",413.281,27.742,22,"[1318, 731]",403.886,30.632
23,6,23,left,23,1.24,23,"[1379, 1018]",413.281,27.742,23,"[1358, 725]",403.886,30.632
24,6,24,left,24,1.113,24,"[1422, 992]",413.281,27.742,24,"[1401, 729]",403.886,30.632
25,6,25,left,25,1.009,25,"[1469, 980]",413.281,27.742,25,"[1447, 742]",403.886,30.632
26,6,26,left,26,1.285,26,"[1515, 1019]",413.281,27.742,26,"[1496, 715]",403.886,30.632
27,6,27,left,27,1.404,27,"[1557, 1043]",413.281,27.742,27,"[1535, 711]",403.886,30.632
28,6,28,left,28,1.071,28,"[1595, 956]",413.281,27.742,28,"[1565, 704]",403.886,30.632
29,6,29,left,29,1.299,29,"[1642, 1013]",413.281,27.742,29,"[1608, 707]",403.886,30.632
30,6,30,left,30,1.266,30,"[1684, 979]",413.281,27.742,30,"[1635, 683]",403.886,30.632
31,6,31,left,31,1.627,31,"[1726, 989]",413.281,27.742,31,"[1650, 611]",403.886,30.632
32,6,32,right,0,1.35,0,"[351, 989]",413.281,27.742,1,"[444, 683]",403.886,30.632
33,6,33,right,1,1.387,1,"[393, 1016]",413.281,27.742,2,"[468, 696]",403.886,30.632
34,6,34,right,2,1.548,2,"[433, 1060]",413.281,27.742,3,"[492, 698]",403.886,30.632
35,6,35,right,3,1.35,3,"[476, 1024]",413.281,27.742,4,"[519, 707]",403.886,30.632
36,6,36,right,4,1.324,4,"[521, 992]",413.281,27.742,5,"[563, 681]",403.886,30.632
37,6,37,right,5,1.292,5,"[566, 971]",413.281,27.742,6,"[610, 668]",403.886,30.632
38,6,38,right,6,1.349,6,"[614, 978]",413.281,27.742,7,"[646, 660]",403.886,30.632
39,6,39,right,7,1.272,7,"[659, 971]",413.281,27.742,8,"[687, 671]",403.886,30.632
40,6,40,right,8,1.398,8,"[705, 988]",413.281,27.742,9,"[735, 658]",403.886,30.632
41,6,41,right,9,1.595,9,"[750, 1015]",413.281,27.742,10,"[777, 638]",403.886,30.632
42,6,42,right,10,1.449,10,"[794, 986]",413.281,27.742,11,"[824, 644]",403.886,30.632
43,6,43,right,11,1.251,11,"[840, 959]",413.281,27.742,12,"[869, 664]",403.886,30.632
44,6,44,right,12,1.286,12,"[885, 971]",413.281,27.742,13,"[917, 668]",403.886,30.632
45,6,45,right,13,1.378,13,"[931, 1002]",413.281,27.742,14,"[950, 676]",403.886,30.632
46,6,46,right,14,1.122,14,"[976, 959]",413.281,27.742,15,"[1008, 695]",403.886,30.632
47,6,47,right,15,1.12,15,"[1022, 979]",413.281,27.742,16,"[1049, 715]",403.886,30.632
48,6,48,right,16,1.196,16,"[1067, 1006]",413.281,27.742,17,"[1095, 724]",403.886,30.632
49,6,49,right,17,1.225,17,"[1110, 1020]",413.281,27.742,18,"[1124, 730]",403.886,30.632
50,6,50,right,18,0.866,18,"[1154, 923]",413.281,27.742,19,"[1190, 721]",403.886,30.632
51,6,51,right,19,1.136,19,"[1200, 986]",413.281,27.742,20,"[1226, 718]",403.886,30.632
52,6,52,right,20,1.264,20,"[1244, 1031]",413.281,27.742,21,"[1262, 732]",403.886,30.632
53,6,53,right,21,1.188,21,"[1288, 1011]",413.281,27.742,22,"[1318, 731]",403.886,30.632
54,6,54,right,22,1.215,22,"[1335, 1012]",413.281,27.742,23,"[1358, 725]",403.886,30.632
55,6,55,right,23,1.223,23,"[1379, 1018]",413.281,27.742,24,"[1401, 729]",403.886,30.632
56,6,56,right,24,1.06,24,"[1422, 992]",413.281,27.742,25,"[1447, 742]",403.886,30.632
57,6,57,right,25,1.124,25,"[1469, 980]",413.281,27.742,26,"[1496, 715]",403.886,30.632
58,6,58,right,26,1.302,26,"[1515, 1019]",413.281,27.742,27,"[1535, 711]",403.886,30.632
59,6,59,right,27,1.431,27,"[1557, 1043]",413.281,27.742,28,"[1565, 704]",403.886,30.632
60,6,60,right,28,1.052,28,"[1595, 956]",413.281,27.742,29,"[1608, 707]",403.886,30.632
61,6,61,right,29,1.393,29,"[1642, 1013]",413.281,27.742,30,"[1635, 683]",403.886,30.632
62,6,62,right,30,1.56,30,"[1684, 979]",413.281,27.742,31,"[1650, 611]",403.886,30.632
