,barcode,oh_nr,type,type_nr,oh_value,cathode_nr,cathode_point,cathode_point_x_std,cathode_point_y_std,anode_nr,anode_point,anode_point_x_std,anode_point_y_std
0,13,0,left,0,1.269,0,"[318, 816]",340.826,20.614,0,"[364, 566]",337.811,28.053
1,13,1,left,1,0.972,1,"[355, 808]",340.826,20.614,1,"[372, 614]",337.811,28.053
2,13,2,left,2,1.258,2,"[390, 858]",340.826,20.614,2,"[397, 606]",337.811,28.053
3,13,3,left,3,1.164,3,"[425, 861]",340.826,20.614,3,"[414, 628]",337.811,28.053
4,13,4,left,4,1.154,4,"[464, 847]",340.826,20.614,4,"[440, 617]",337.811,28.053
5,13,5,left,5,1.144,5,"[498, 857]",340.826,20.614,5,"[475, 629]",337.811,28.053
6,13,6,left,6,0.957,6,"[535, 816]",340.826,20.614,6,"[509, 626]",337.811,28.053
7,13,7,left,7,1.05,7,"[572, 839]",340.826,20.614,7,"[549, 630]",337.811,28.053
8,13,8,left,8,1.26,8,"[608, 860]",340.826,20.614,8,"[582, 609]",337.811,28.053
9,13,9,left,9,1.135,9,"[645, 831]",340.826,20.614,9,"[620, 605]",337.811,28.053
10,13,10,left,10,1.08,10,"[681, 823]",340.826,20.614,10,"[656, 608]",337.811,28.053
11,13,11,left,11,0.991,11,"[717, 809]",340.826,20.614,11,"[692, 612]",337.811,28.053
12,13,12,left,12,0.973,12,"[754, 804]",340.826,20.614,12,"[735, 610]",337.811,28.053
13,13,13,left,13,1.044,13,"[793, 804]",340.826,20.614,13,"[772, 596]",337.811,28.053
14,13,14,left,14,1.127,14,"[831, 838]",340.826,20.614,14,"[812, 613]",337.811,28.053
15,13,15,left,15,0.936,15,"[867, 806]",340.826,20.614,15,"[844, 620]",337.811,28.053
16,13,16,left,16,1.152,16,"[905, 803]",340.826,20.614,16,"[885, 573]",337.811,28.053
17,13,17,left,17,1.069,17,"[943, 810]",340.826,20.614,17,"[920, 597]",337.811,28.053
18,13,18,left,18,0.989,18,"[979, 806]",340.826,20.614,18,"[958, 609]",337.811,28.053
19,13,19,left,19,1.047,19,"[1014, 797]",340.826,20.614,19,"[996, 588]",337.811,28.053
20,13,20,left,20,0.976,20,"[1051, 802]",340.826,20.614,20,"[1038, 607]",337.811,28.053
21,13,21,left,21,1.006,21,"[1089, 798]",340.826,20.614,21,"[1074, 597]",337.811,28.053
22,13,22,left,22,1.068,22,"[1126, 803]",340.826,20.614,22,"[1105, 590]",337.811,28.053
23,13,23,left,23,1.054,23,"[1164, 799]",340.826,20.614,23,"[1142, 589]",337.811,28.053
24,13,24,left,24,1.108,24,"[1202, 811]",340.826,20.614,24,"[1182, 590]",337.811,28.053
25,13,25,left,25,1.208,25,"[1238, 819]",340.826,20.614,25,"[1216, 578]",337.811,28.053
26,13,26,left,26,1.165,26,"[1274, 793]",340.826,20.614,26,"[1249, 561]",337.811,28.053
27,13,27,left,27,1.217,27,"[1313, 808]",340.826,20.614,27,"[1292, 565]",337.811,28.053
28,13,28,left,28,1.255,28,"[1349, 801]",340.826,20.614,28,"[1323, 551]",337.811,28.053
29,13,29,left,29,1.423,29,"[1388, 842]",340.826,20.614,29,"[1354, 559]",337.811,28.053
30,13,30,left,30,1.592,30,"[1423, 842]",340.826,20.614,30,"[1367, 528]",337.811,28.053
