,barcode,oh_nr,type,type_nr,oh_value,cathode_nr,cathode_point,cathode_point_x_std,cathode_point_y_std,anode_nr,anode_point,anode_point_x_std,anode_point_y_std
0,0,0,left,0,1.123,0,"[253, 610]",308.564,30.781,0,"[294, 411]",304.946,19.565
1,0,1,left,1,1.344,1,"[276, 669]",308.564,30.781,1,"[309, 428]",304.946,19.565
2,0,2,left,2,1.201,2,"[309, 645]",308.564,30.781,2,"[332, 429]",304.946,19.565
3,0,3,left,3,1.238,3,"[343, 653]",308.564,30.781,3,"[349, 429]",304.946,19.565
4,0,4,left,4,1.133,4,"[376, 661]",308.564,30.781,4,"[375, 456]",304.946,19.565
5,0,5,left,5,1.108,5,"[410, 646]",308.564,30.781,5,"[397, 446]",304.946,19.565
6,0,6,left,6,1.223,6,"[445, 664]",308.564,30.781,6,"[433, 443]",304.946,19.565
7,0,7,left,7,1.137,7,"[478, 662]",308.564,30.781,7,"[460, 457]",304.946,19.565
8,0,8,left,8,1.11,8,"[512, 673]",308.564,30.781,8,"[494, 473]",304.946,19.565
9,0,9,left,9,1.185,9,"[545, 666]",308.564,30.781,9,"[532, 452]",304.946,19.565
10,0,10,left,10,1.18,10,"[579, 664]",308.564,30.781,10,"[564, 451]",304.946,19.565
11,0,11,left,11,1.114,11,"[612, 655]",308.564,30.781,11,"[597, 454]",304.946,19.565
12,0,12,left,12,1.223,12,"[646, 683]",308.564,30.781,12,"[634, 462]",304.946,19.565
13,0,13,left,13,1.157,13,"[678, 666]",308.564,30.781,13,"[667, 457]",304.946,19.565
14,0,14,left,14,1.208,14,"[712, 671]",308.564,30.781,14,"[696, 453]",304.946,19.565
15,0,15,left,15,1.059,15,"[745, 655]",308.564,30.781,15,"[730, 464]",304.946,19.565
16,0,16,left,16,1.099,16,"[780, 661]",308.564,30.781,16,"[761, 463]",304.946,19.565
17,0,17,left,17,1.222,17,"[814, 668]",308.564,30.781,17,"[792, 448]",304.946,19.565
18,0,18,left,18,0.871,18,"[844, 605]",308.564,30.781,18,"[821, 449]",304.946,19.565
19,0,19,left,19,1.136,19,"[882, 643]",308.564,30.781,19,"[857, 439]",304.946,19.565
