,barcode,oh_nr,type,type_nr,oh_value,cathode_nr,cathode_point,cathode_point_x_std,cathode_point_y_std,anode_nr,anode_point,anode_point_x_std,anode_point_y_std
0,2,0,left,0,1.293,0,"[334, 783]",405.718,40.315,0,"[400, 484]",392.627,21.452
1,2,1,left,1,1.334,1,"[376, 804]",405.718,40.315,1,"[426, 492]",392.627,21.452
2,2,2,left,2,1.433,2,"[418, 838]",405.718,40.315,2,"[449, 500]",392.627,21.452
3,2,3,left,3,1.284,3,"[462, 809]",405.718,40.315,3,"[473, 505]",392.627,21.452
4,2,4,left,4,1.431,4,"[504, 856]",405.718,40.315,4,"[503, 517]",392.627,21.452
5,2,5,left,5,1.25,5,"[551, 823]",405.718,40.315,5,"[553, 527]",392.627,21.452
6,2,6,left,6,1.418,6,"[595, 850]",405.718,40.315,6,"[594, 514]",392.627,21.452
7,2,7,left,7,1.285,7,"[639, 818]",405.718,40.315,7,"[625, 514]",392.627,21.452
8,2,8,left,8,1.411,8,"[681, 879]",405.718,40.315,8,"[666, 545]",392.627,21.452
9,2,9,left,9,1.26,9,"[724, 835]",405.718,40.315,9,"[707, 537]",392.627,21.452
10,2,10,left,10,1.408,10,"[771, 854]",405.718,40.315,10,"[754, 521]",392.627,21.452
11,2,11,left,11,1.244,11,"[816, 826]",405.718,40.315,11,"[796, 532]",392.627,21.452
12,2,12,left,12,1.293,12,"[858, 844]",405.718,40.315,12,"[843, 538]",392.627,21.452
13,2,13,left,13,1.227,13,"[904, 827]",405.718,40.315,13,"[886, 537]",392.627,21.452
14,2,14,left,14,0.987,14,"[949, 774]",405.718,40.315,14,"[929, 541]",392.627,21.452
15,2,15,left,15,1.331,15,"[993, 847]",405.718,40.315,15,"[980, 532]",392.627,21.452
16,2,16,left,16,1.055,16,"[1037, 788]",405.718,40.315,16,"[1015, 539]",392.627,21.452
17,2,17,left,17,1.213,17,"[1084, 832]",405.718,40.315,17,"[1069, 545]",392.627,21.452
18,2,18,left,18,1.403,18,"[1125, 872]",405.718,40.315,18,"[1113, 540]",392.627,21.452
19,2,19,left,19,1.272,19,"[1167, 853]",405.718,40.315,19,"[1155, 552]",392.627,21.452
20,2,20,left,20,1.147,20,"[1214, 816]",405.718,40.315,20,"[1195, 545]",392.627,21.452
21,2,21,left,21,1.42,21,"[1253, 874]",405.718,40.315,21,"[1239, 538]",392.627,21.452
22,2,22,left,22,1.324,22,"[1297, 855]",405.718,40.315,22,"[1277, 542]",392.627,21.452
23,2,23,left,23,1.233,23,"[1341, 841]",405.718,40.315,23,"[1316, 550]",392.627,21.452
24,2,24,left,24,0.877,24,"[1384, 750]",405.718,40.315,24,"[1358, 544]",392.627,21.452
25,2,25,left,25,1.18,25,"[1430, 809]",405.718,40.315,25,"[1412, 530]",392.627,21.452
26,2,26,left,26,1.022,26,"[1475, 781]",405.718,40.315,26,"[1452, 540]",392.627,21.452
27,2,27,left,27,0.718,27,"[1518, 703]",405.718,40.315,27,"[1486, 536]",392.627,21.452
28,2,28,left,28,1.311,28,"[1565, 790]",405.718,40.315,28,"[1525, 482]",392.627,21.452
29,2,29,left,29,0.933,29,"[1607, 746]",405.718,40.315,29,"[1556, 531]",392.627,21.452
30,2,30,left,30,1.273,30,"[1650, 798]",405.718,40.315,30,"[1575, 506]",392.627,21.452
31,2,31,left,31,1.26,31,"[1686, 765]",405.718,40.315,31,"[1594, 481]",392.627,21.452
32,2,32,right,0,1.288,0,"[334, 783]",405.718,40.315,1,"[426, 492]",392.627,21.452
33,2,33,right,1,1.32,1,"[376, 804]",405.718,40.315,2,"[449, 500]",392.627,21.452
34,2,34,right,2,1.425,2,"[418, 838]",405.718,40.315,3,"[473, 505]",392.627,21.452
35,2,35,right,3,1.245,3,"[462, 809]",405.718,40.315,4,"[503, 517]",392.627,21.452
36,2,36,right,4,1.404,4,"[504, 856]",405.718,40.315,5,"[553, 527]",392.627,21.452
37,2,37,right,5,1.317,5,"[551, 823]",405.718,40.315,6,"[594, 514]",392.627,21.452
38,2,38,right,6,1.424,6,"[595, 850]",405.718,40.315,7,"[625, 514]",392.627,21.452
39,2,39,right,7,1.158,7,"[639, 818]",405.718,40.315,8,"[666, 545]",392.627,21.452
40,2,40,right,8,1.448,8,"[681, 879]",405.718,40.315,9,"[707, 537]",392.627,21.452
41,2,41,right,9,1.332,9,"[724, 835]",405.718,40.315,10,"[754, 521]",392.627,21.452
42,2,42,right,10,1.363,10,"[771, 854]",405.718,40.315,11,"[796, 532]",392.627,21.452
