,barcode,oh_nr,type,type_nr,oh_value,cathode_nr,cathode_point,cathode_point_x_std,cathode_point_y_std,anode_nr,anode_point,anode_point_x_std,anode_point_y_std
0,21,0,left,0,1.231,0,"[185, 604]",250.934,15.83,0,"[222, 427]",246.181,16.619
1,21,1,left,1,1.332,1,"[210, 613]",250.934,15.83,1,"[243, 420]",246.181,16.619
2,21,2,left,2,1.215,2,"[236, 619]",250.934,15.83,2,"[259, 442]",246.181,16.619
3,21,3,left,3,1.275,3,"[262, 630]",250.934,15.83,3,"[274, 443]",246.181,16.619
4,21,4,left,4,1.239,4,"[290, 621]",250.934,15.83,4,"[290, 439]",246.181,16.619
5,21,5,left,5,1.253,5,"[317, 621]",250.934,15.83,5,"[311, 437]",246.181,16.619
6,21,6,left,6,1.164,6,"[345, 611]",250.934,15.83,6,"[341, 440]",246.181,16.619
7,21,7,left,7,1.185,7,"[373, 613]",250.934,15.83,7,"[368, 439]",246.181,16.619
8,21,8,left,8,1.32,8,"[399, 636]",250.934,15.83,8,"[395, 442]",246.181,16.619
9,21,9,left,9,1.179,9,"[428, 619]",250.934,15.83,9,"[418, 446]",246.181,16.619
10,21,10,left,10,1.335,10,"[454, 634]",250.934,15.83,10,"[446, 438]",246.181,16.619
11,21,11,left,11,1.131,11,"[482, 621]",250.934,15.83,11,"[475, 455]",246.181,16.619
12,21,12,left,12,1.273,12,"[509, 637]",250.934,15.83,12,"[503, 450]",246.181,16.619
13,21,13,left,13,1.205,13,"[538, 627]",250.934,15.83,13,"[533, 450]",246.181,16.619
14,21,14,left,14,1.28,14,"[565, 636]",250.934,15.83,14,"[560, 448]",246.181,16.619
15,21,15,left,15,1.376,15,"[592, 649]",250.934,15.83,15,"[584, 447]",246.181,16.619
16,21,16,left,16,1.341,16,"[619, 645]",250.934,15.83,16,"[612, 448]",246.181,16.619
17,21,17,left,17,1.288,17,"[645, 639]",250.934,15.83,17,"[636, 450]",246.181,16.619
18,21,18,left,18,1.337,18,"[673, 644]",250.934,15.83,18,"[659, 448]",246.181,16.619
19,21,19,left,19,1.406,19,"[699, 658]",250.934,15.83,19,"[684, 452]",246.181,16.619
20,21,20,left,20,1.31,20,"[726, 640]",250.934,15.83,20,"[712, 448]",246.181,16.619
21,21,21,left,21,1.461,21,"[753, 661]",250.934,15.83,21,"[736, 447]",246.181,16.619
22,21,22,left,22,1.211,22,"[781, 634]",250.934,15.83,22,"[762, 457]",246.181,16.619
23,21,23,left,23,1.359,23,"[808, 650]",250.934,15.83,23,"[792, 451]",246.181,16.619
24,21,24,left,24,1.42,24,"[835, 657]",250.934,15.83,24,"[819, 449]",246.181,16.619
25,21,25,left,25,1.426,25,"[862, 657]",250.934,15.83,25,"[847, 448]",246.181,16.619
26,21,26,left,26,1.378,26,"[889, 655]",250.934,15.83,26,"[874, 453]",246.181,16.619
27,21,27,left,27,1.446,27,"[915, 660]",250.934,15.83,27,"[900, 448]",246.181,16.619
28,21,28,left,28,1.257,28,"[942, 630]",250.934,15.83,28,"[925, 446]",246.181,16.619
29,21,29,left,29,1.259,29,"[971, 630]",250.934,15.83,29,"[952, 446]",246.181,16.619
30,21,30,left,30,1.343,30,"[999, 656]",250.934,15.83,30,"[976, 460]",246.181,16.619
31,21,31,left,31,1.181,31,"[1024, 636]",250.934,15.83,31,"[994, 465]",246.181,16.619
32,21,32,right,0,1.313,0,"[185, 604]",250.934,15.83,1,"[243, 420]",246.181,16.619
33,21,33,right,1,1.21,1,"[210, 613]",250.934,15.83,2,"[259, 442]",246.181,16.619
34,21,34,right,2,1.225,2,"[236, 619]",250.934,15.83,3,"[274, 443]",246.181,16.619
