,barcode,oh_nr,type,type_nr,oh_value,cathode_nr,cathode_point,cathode_point_x_std,cathode_point_y_std,anode_nr,anode_point,anode_point_x_std,anode_point_y_std
0,15,0,left,0,1.064,0,"[360, 1012]",389.498,30.167,0,"[402, 771]",387.031,23.11
1,15,1,left,1,1.341,1,"[397, 1060]",389.498,30.167,1,"[427, 753]",387.031,23.11
2,15,2,left,2,1.227,2,"[440, 1044]",389.498,30.167,2,"[452, 762]",387.031,23.11
3,15,3,left,3,1.257,3,"[483, 1052]",389.498,30.167,3,"[479, 763]",387.031,23.11
4,15,4,left,4,1.137,4,"[527, 1026]",389.498,30.167,4,"[511, 765]",387.031,23.11
5,15,5,left,5,1.092,5,"[570, 1017]",389.498,30.167,5,"[547, 767]",387.031,23.11
6,15,6,left,6,1.316,6,"[614, 1070]",389.498,30.167,6,"[594, 768]",387.031,23.11
7,15,7,left,7,1.192,7,"[656, 1040]",389.498,30.167,7,"[630, 767]",387.031,23.11
8,15,8,left,8,1.186,8,"[700, 1042]",389.498,30.167,8,"[680, 770]",387.031,23.11
9,15,9,left,9,1.263,9,"[744, 1057]",389.498,30.167,9,"[726, 767]",387.031,23.11
10,15,10,left,10,1.211,10,"[786, 1045]",389.498,30.167,10,"[769, 767]",387.031,23.11
11,15,11,left,11,1.117,11,"[828, 1032]",389.498,30.167,11,"[808, 776]",387.031,23.11
12,15,12,left,12,1.138,12,"[874, 1052]",389.498,30.167,12,"[856, 791]",387.031,23.11
13,15,13,left,13,1.141,13,"[916, 1066]",389.498,30.167,13,"[900, 804]",387.031,23.11
14,15,14,left,14,1.35,14,"[957, 1101]",389.498,30.167,14,"[942, 791]",387.031,23.11
15,15,15,left,15,0.948,15,"[995, 1014]",389.498,30.167,15,"[974, 797]",387.031,23.11
16,15,16,left,16,1.004,16,"[1043, 1042]",389.498,30.167,16,"[1022, 812]",387.031,23.11
17,15,17,left,17,1.336,17,"[1085, 1096]",389.498,30.167,17,"[1073, 789]",387.031,23.11
18,15,18,left,18,1.184,18,"[1126, 1063]",389.498,30.167,18,"[1099, 792]",387.031,23.11
19,15,19,left,19,1.312,19,"[1168, 1086]",389.498,30.167,19,"[1136, 786]",387.031,23.11
20,15,20,left,20,1.148,20,"[1208, 1075]",389.498,30.167,20,"[1184, 812]",387.031,23.11
21,15,21,left,21,1.256,21,"[1250, 1109]",389.498,30.167,21,"[1229, 821]",387.031,23.11
22,15,22,left,22,1.061,22,"[1290, 1042]",389.498,30.167,22,"[1259, 800]",387.031,23.11
23,15,23,left,23,1.375,23,"[1333, 1097]",389.498,30.167,23,"[1305, 782]",387.031,23.11
24,15,24,left,24,1.171,24,"[1374, 1046]",389.498,30.167,24,"[1348, 778]",387.031,23.11
25,15,25,left,25,1.189,25,"[1415, 1033]",389.498,30.167,25,"[1388, 761]",387.031,23.11
26,15,26,left,26,1.227,26,"[1458, 1054]",389.498,30.167,26,"[1433, 773]",387.031,23.11
27,15,27,left,27,1.255,27,"[1499, 1040]",389.498,30.167,27,"[1479, 752]",387.031,23.11
28,15,28,left,28,1.208,28,"[1540, 1033]",389.498,30.167,28,"[1518, 756]",387.031,23.11
29,15,29,left,29,1.169,29,"[1580, 1004]",389.498,30.167,29,"[1549, 737]",387.031,23.11
30,15,30,left,30,1.162,30,"[1621, 990]",389.498,30.167,30,"[1579, 726]",387.031,23.11
31,15,31,left,31,1.169,31,"[1662, 983]",389.498,30.167,31,"[1606, 720]",387.031,23.11
32,15,32,right,0,1.163,0,"[360, 1012]",389.498,30.167,1,"[427, 753]",387.031,23.11
33,15,33,right,1,1.318,1,"[397, 1060]",389.498,30.167,2,"[452, 762]",387.031,23.11
34,15,34,right,2,1.234,2,"[440, 1044]",389.498,30.167,3,"[479, 763]",387.031,23.11
35,15,35,right,3,1.254,3,"[483, 1052]",389.498,30.167,4,"[511, 765]",387.031,23.11
36,15,36,right,4,1.13,4,"[527, 1026]",389.498,30.167,5,"[547, 767]",387.031,23.11
37,15,37,right,5,1.088,5,"[570, 1017]",389.498,30.167,6,"[594, 768]",387.031,23.11
38,15,38,right,6,1.319,6,"[614, 1070]",389.498,30.167,7,"[630, 767]",387.031,23.11
39,15,39,right,7,1.179,7,"[656, 1040]",389.498,30.167,8,"[680, 770]",387.031,23.11
40,15,40,right,8,1.201,8,"[700, 1042]",389.498,30.167,9,"[726, 767]",387.031,23.11
41,15,41,right,9,1.266,9,"[744, 1057]",389.498,30.167,10,"[769, 767]",387.031,23.11
42,15,42,right,10,1.174,10,"[786, 1045]",389.498,30.167,11,"[808, 776]",387.031,23.11
43,15,43,right,11,1.055,11,"[828, 1032]",389.498,30.167,12,"[856, 791]",387.031,23.11
44,15,44,right,12,1.084,12,"[874, 1052]",389.498,30.167,13,"[900, 804]",387.031,23.11
45,15,45,right,13,1.201,13,"[916, 1066]",389.498,30.167,14,"[942, 791]",387.031,23.11
46,15,46,right,14,1.324,14,"[957, 1101]",389.498,30.167,15,"[974, 797]",387.031,23.11
47,15,47,right,15,0.886,15,"[995, 1014]",389.498,30.167,16,"[1022, 812]",387.031,23.11
48,15,48,right,16,1.108,16,"[1043, 1042]",389.498,30.167,17,"[1073, 789]",387.031,23.11
49,15,49,right,17,1.323,17,"[1085, 1096]",389.498,30.167,18,"[1099, 792]",387.031,23.11
50,15,50,right,18,1.205,18,"[1126, 1063]",389.498,30.167,19,"[1136, 786]",387.031,23.11
51,15,51,right,19,1.193,19,"[1168, 1086]",389.498,30.167,20,"[1184, 812]",387.031,23.11
52,15,52,right,20,1.108,20,"[1208, 1075]",389.498,30.167,21,"[1229, 821]",387.031,23.11
53,15,53,right,21,1.344,21,"[1250, 1109]",389.498,30.167,22,"[1259, 800]",387.031,23.11
54,15,54,right,22,1.132,22,"[1290, 1042]",389.498,30.167,23,"[1305, 782]",387.031,23.11
55,15,55,right,23,1.389,23,"[1333, 1097]",389.498,30.167,24,"[1348, 778]",387.031,23.11
56,15,56,right,24,1.241,24,"[1374, 1046]",389.498,30.167,25,"[1388, 761]",387.031,23.11
57,15,57,right,25,1.133,25,"[1415, 1033]",389.498,30.167,26,"[1433, 773]",387.031,23.11
58,15,58,right,26,1.316,26,"[1458, 1054]",389.498,30.167,27,"[1479, 752]",387.031,23.11
59,15,59,right,27,1.238,27,"[1499, 1040]",389.498,30.167,28,"[1518, 756]",387.031,23.11
60,15,60,right,28,1.288,28,"[1540, 1033]",389.498,30.167,29,"[1549, 737]",387.031,23.11
61,15,61,right,29,1.209,29,"[1580, 1004]",389.498,30.167,30,"[1579, 726]",387.031,23.11
62,15,62,right,30,1.176,30,"[1621, 990]",389.498,30.167,31,"[1606, 720]",387.031,23.11
63,15,63,right,31,0.821,31,"[1662, 983]",389.498,30.167,32,"[1636, 796]",387.031,23.11
