,barcode,oh_nr,type,type_nr,oh_value,cathode_nr,cathode_point,cathode_point_x_std,cathode_point_y_std,anode_nr,anode_point,anode_point_x_std,anode_point_y_std
0,3,0,left,0,1.404,0,"[335, 986]",409.979,37.89,0,"[410, 662]",402.117,32.682
1,3,1,left,1,1.446,1,"[377, 987]",409.979,37.89,1,"[433, 649]",402.117,32.682
2,3,2,left,2,1.676,2,"[415, 1028]",409.979,37.89,2,"[455, 633]",402.117,32.682
3,3,3,left,3,1.352,3,"[462, 988]",409.979,37.89,3,"[474, 668]",402.117,32.682
4,3,4,left,4,1.532,4,"[504, 1046]",409.979,37.89,4,"[504, 683]",402.117,32.682
5,3,5,left,5,1.314,5,"[549, 1011]",409.979,37.89,5,"[538, 700]",402.117,32.682
6,3,6,left,6,1.344,6,"[594, 1042]",409.979,37.89,6,"[581, 724]",402.117,32.682
7,3,7,left,7,1.371,7,"[641, 1056]",409.979,37.89,7,"[618, 732]",402.117,32.682
8,3,8,left,8,1.408,8,"[686, 1060]",409.979,37.89,8,"[666, 727]",402.117,32.682
9,3,9,left,9,1.505,9,"[731, 1083]",409.979,37.89,9,"[711, 727]",402.117,32.682
10,3,10,left,10,1.52,10,"[775, 1088]",409.979,37.89,10,"[765, 728]",402.117,32.682
11,3,11,left,11,1.45,11,"[817, 1098]",409.979,37.89,11,"[798, 755]",402.117,32.682
12,3,12,left,12,1.407,12,"[861, 1060]",409.979,37.89,12,"[845, 727]",402.117,32.682
13,3,13,left,13,1.458,13,"[906, 1086]",409.979,37.89,13,"[890, 741]",402.117,32.682
14,3,14,left,14,1.299,14,"[950, 1053]",409.979,37.89,14,"[930, 746]",402.117,32.682
15,3,15,left,15,1.168,15,"[997, 1026]",409.979,37.89,15,"[978, 750]",402.117,32.682
16,3,16,left,16,1.118,16,"[1045, 1022]",409.979,37.89,16,"[1023, 758]",402.117,32.682
17,3,17,left,17,1.413,17,"[1089, 1053]",409.979,37.89,17,"[1066, 719]",402.117,32.682
18,3,18,left,18,1.324,18,"[1133, 1064]",409.979,37.89,18,"[1113, 751]",402.117,32.682
19,3,19,left,19,1.383,19,"[1176, 1097]",409.979,37.89,19,"[1157, 770]",402.117,32.682
20,3,20,left,20,1.4,20,"[1220, 1078]",409.979,37.89,20,"[1200, 747]",402.117,32.682
21,3,21,left,21,1.209,21,"[1263, 1029]",409.979,37.89,21,"[1234, 744]",402.117,32.682
22,3,22,left,22,1.434,22,"[1308, 1072]",409.979,37.89,22,"[1288, 733]",402.117,32.682
23,3,23,left,23,1.225,23,"[1352, 1018]",409.979,37.89,23,"[1325, 729]",402.117,32.682
24,3,24,left,24,1.184,24,"[1401, 1014]",409.979,37.89,24,"[1372, 735]",402.117,32.682
25,3,25,left,25,1.302,25,"[1444, 1041]",409.979,37.89,25,"[1426, 733]",402.117,32.682
26,3,26,left,26,1.207,26,"[1488, 1005]",409.979,37.89,26,"[1464, 720]",402.117,32.682
27,3,27,left,27,1.37,27,"[1531, 1049]",409.979,37.89,27,"[1513, 725]",402.117,32.682
28,3,28,left,28,1.336,28,"[1572, 1005]",409.979,37.89,28,"[1541, 690]",402.117,32.682
29,3,29,left,29,1.213,29,"[1614, 977]",409.979,37.89,29,"[1587, 691]",402.117,32.682
30,3,30,left,30,1.244,30,"[1658, 973]",409.979,37.89,30,"[1612, 682]",402.117,32.682
31,3,31,left,31,1.164,31,"[1699, 957]",409.979,37.89,31,"[1634, 689]",402.117,32.682
32,3,32,right,0,1.482,0,"[335, 986]",409.979,37.89,1,"[433, 649]",402.117,32.682
33,3,33,right,1,1.53,1,"[377, 987]",409.979,37.89,2,"[455, 633]",402.117,32.682
34,3,34,right,2,1.54,2,"[415, 1028]",409.979,37.89,3,"[474, 668]",402.117,32.682
35,3,35,right,3,1.3,3,"[462, 988]",409.979,37.89,4,"[504, 683]",402.117,32.682
36,3,36,right,4,1.468,4,"[504, 1046]",409.979,37.89,5,"[538, 700]",402.117,32.682
37,3,37,right,5,1.219,5,"[549, 1011]",409.979,37.89,6,"[581, 724]",402.117,32.682
38,3,38,right,6,1.313,6,"[594, 1042]",409.979,37.89,7,"[618, 732]",402.117,32.682
39,3,39,right,7,1.393,7,"[641, 1056]",409.979,37.89,8,"[666, 727]",402.117,32.682
40,3,40,right,8,1.41,8,"[686, 1060]",409.979,37.89,9,"[711, 727]",402.117,32.682
