,voltage
0,3.4119
1,3.4119
2,3.4119
3,3.4119
4,3.4119
5,3.4119
6,3.4119
7,3.4119
8,3.4119
9,3.4119
10,3.4119
11,3.4119
12,3.4119
13,3.4119
14,3.4119
15,3.4119
16,3.4119
17,3.4119
18,3.4119
19,3.4119
20,3.4119
21,3.4119
22,3.4119
23,3.4119
24,3.4119
25,3.4119
26,3.4119
27,3.4119
28,3.4119
29,3.4119
30,3.4119
31,3.4119
32,3.4119
33,3.4119
34,3.4119
35,3.412
36,3.4119
37,3.412
38,3.412
39,3.4119
40,3.412
41,3.4119
42,3.4119
43,3.4119
44,3.412
45,3.412
46,3.4119
47,3.4119
48,3.4119
49,3.412
50,3.412
51,3.4119
52,3.4119
53,3.4119
54,3.4119
55,3.4119
56,3.412
57,3.412
58,3.412
59,3.4119
60,3.412
61,3.5031
62,3.6046
63,3.6484
64,3.6484
65,3.647
66,3.6456
67,3.6445
68,3.6434
69,3.6426
70,3.6419
71,3.6413
72,3.6408
73,3.6403
74,3.64
75,3.6397
76,3.6394
77,3.6391
78,3.6389
79,3.6388
80,3.6386
81,3.6386
82,3.6384
83,3.6384
84,3.6383
85,3.6383
86,3.6383
87,3.6383
88,3.6383
89,3.6383
90,3.6383
91,3.6383
92,3.6384
93,3.6384
94,3.6386
95,3.6386
96,3.6388
97,3.6388
98,3.6389
99,3.6391
100,3.6392
101,3.6392
102,3.6394
103,3.6396
104,3.6397
105,3.6399
106,3.64
107,3.64
108,3.6403
109,3.6405
110,3.6407
111,3.6408
112,3.641
113,3.6411
114,3.6413
115,3.6415
116,3.6416
117,3.6418
118,3.6419
119,3.6421
120,3.6423
121,3.6424
122,3.6427
123,3.6429
124,3.643
125,3.6432
126,3.6434
127,3.6435
128,3.6437
129,3.644
130,3.6442
131,3.6443
132,3.6445
133,3.6446
134,3.6448
135,3.6451
136,3.6453
137,3.6454
138,3.6456
139,3.6457
140,3.6459
141,3.6462
142,3.6464
143,3.6465
144,3.6467
145,3.6469
146,3.647
147,3.6472
148,3.6473
149,3.6477
150,3.6478
151,3.648
152,3.6481
153,3.6483
154,3.6484
155,3.6486
156,3.6488
157,3.6489
158,3.6491
159,3.6492
160,3.6494
161,3.6496
162,3.6497
163,3.6499
164,3.65
165,3.6502
166,3.6504
167,3.6505
168,3.6507
169,3.6508
170,3.651
171,3.6511
172,3.6513
173,3.6515
174,3.6516
175,3.6518
176,3.6519
177,3.6521
178,3.6523
179,3.6523
180,3.6526
181,3.6526
182,3.6527
183,3.6529
184,3.6531
185,3.6532
186,3.6534
187,3.6535
188,3.6535
189,3.6537
190,3.6538
191,3.654
192,3.6542
193,3.6542
194,3.6543
195,3.6545
196,3.6546
197,3.6548
198,3.6548
199,3.655
200,3.6551
201,3.6553
202,3.6554
203,3.6554
204,3.6556
205,3.6558
206,3.6559
207,3.6559
208,3.6561
209,3.6562
210,3.6562
211,3.6564
212,3.6565
213,3.6567
214,3.6567
215,3.6569
216,3.657
217,3.657
218,3.6572
219,3.6573
220,3.6573
221,3.6575
222,3.6577
223,3.6577
224,3.6578
225,3.658
226,3.658
227,3.6581
228,3.6583
229,3.6583
230,3.6585
231,3.6586
232,3.6586
233,3.6588
234,3.6589
235,3.6589
236,3.6591
237,3.6591
238,3.6592
239,3.6594
240,3.6594
241,3.6596
242,3.6596
243,3.6597
244,3.6599
245,3.6599
246,3.66
247,3.66
248,3.6602
249,3.6602
250,3.6604
251,3.6605
252,3.6605
253,3.6607
254,3.6607
255,3.6608
256,3.6608
257,3.661
258,3.6612
259,3.6612
260,3.6613
261,3.6613
262,3.6615
263,3.6615
264,3.6616
265,3.6616
266,3.6618
267,3.6618
268,3.6619
269,3.6619
270,3.6621
271,3.6623
272,3.6623
273,3.6623
274,3.6624
275,3.6626
276,3.6626
277,3.6627
278,3.6627
279,3.6627
280,3.6629
281,3.6629
282,3.6631
283,3.6632
284,3.6632
285,3.6632
286,3.6634
287,3.6634
288,3.6635
289,3.6635
290,3.6637
291,3.6637
292,3.6639
293,3.6639
294,3.664
295,3.664
296,3.6642
297,3.6642
298,3.6643
299,3.6643
300,3.6645
301,3.6645
302,3.6646
303,3.6646
304,3.6646
305,3.6648
306,3.6648
307,3.665
308,3.665
309,3.6651
310,3.6651
311,3.6653
312,3.6653
313,3.6653
314,3.6654
315,3.6654
316,3.6656
317,3.6656
318,3.6658
319,3.6658
320,3.6659
321,3.6659
322,3.6659
323,3.6661
324,3.6661
325,3.6662
326,3.6662
327,3.6664
328,3.6664
329,3.6664
330,3.6666
331,3.6666
332,3.6667
333,3.6667
334,3.6669
335,3.6669
336,3.6669
337,3.667
338,3.667
339,3.6672
340,3.6672
341,3.6673
342,3.6673
343,3.6673
344,3.6675
345,3.6675
346,3.6675
347,3.6677
348,3.6677
349,3.6678
350,3.6678
351,3.668
352,3.668
353,3.668
354,3.6681
355,3.6681
356,3.6681
357,3.6683
358,3.6683
359,3.6685
360,3.6685
361,3.6686
362,3.6686
363,3.6686
364,3.6688
365,3.6688
366,3.6689
367,3.6689
368,3.6689
369,3.6691
370,3.6691
371,3.6693
372,3.6693
373,3.6693
374,3.6694
375,3.6694
376,3.6694
377,3.6696
378,3.6696
379,3.6697
380,3.6697
381,3.6697
382,3.6699
383,3.6699
384,3.6699
385,3.67
386,3.67
387,3.6702
388,3.6702
389,3.6702
390,3.6704
391,3.6704
392,3.6705
393,3.6705
394,3.6705
395,3.6707
396,3.6707
397,3.6707
398,3.6708
399,3.6708
400,3.671
401,3.671
402,3.671
403,3.6712
404,3.6712
405,3.6712
406,3.6713
407,3.6713
408,3.6715
409,3.6715
410,3.6715
411,3.6716
412,3.6716
413,3.6716
414,3.6718
415,3.6718
416,3.672
417,3.672
418,3.672
419,3.6721
420,3.6721
421,3.6721
422,3.6723
423,3.6723
424,3.6723
425,3.6724
426,3.6724
427,3.6724
428,3.6726
429,3.6726
