,voltage
0,3.4212
1,3.4212
2,3.4212
3,3.4212
4,3.4212
5,3.4212
6,3.4212
7,3.4212
8,3.4212
9,3.4212
10,3.4212
11,3.4212
12,3.4212
13,3.4212
14,3.4212
15,3.4212
16,3.4212
17,3.4212
18,3.4212
19,3.4212
20,3.4212
21,3.4212
22,3.4212
23,3.4212
24,3.4212
25,3.4212
26,3.4212
27,3.4212
28,3.4212
29,3.4212
30,3.4212
31,3.4212
32,3.4212
33,3.4212
34,3.4212
35,3.4212
36,3.4212
37,3.4212
38,3.4212
39,3.4212
40,3.4212
41,3.4212
42,3.4212
43,3.4212
44,3.4212
45,3.4212
46,3.4212
47,3.4212
48,3.4212
49,3.4212
50,3.4212
51,3.4212
52,3.4212
53,3.4212
54,3.4212
55,3.4212
56,3.4212
57,3.4212
58,3.4212
59,3.4212
60,3.4212
61,3.4743
62,3.5755
63,3.6394
64,3.6428
65,3.6439
66,3.644
67,3.6439
68,3.6436
69,3.6432
70,3.6429
71,3.6426
72,3.6423
73,3.6421
74,3.642
75,3.6417
76,3.6417
77,3.6415
78,3.6413
79,3.6413
80,3.6412
81,3.6412
82,3.641
83,3.641
84,3.641
85,3.641
86,3.641
87,3.6412
88,3.6412
89,3.6412
90,3.6412
91,3.6413
92,3.6413
93,3.6413
94,3.6415
95,3.6415
96,3.6417
97,3.6417
98,3.6418
99,3.6418
100,3.642
101,3.6421
102,3.6421
103,3.6423
104,3.6424
105,3.6424
106,3.6426
107,3.6428
108,3.6429
109,3.6429
110,3.6431
111,3.6432
112,3.6434
113,3.6434
114,3.6436
115,3.6437
116,3.6439
117,3.644
118,3.6442
119,3.6442
120,3.6444
121,3.6445
122,3.6447
123,3.6448
124,3.645
125,3.6451
126,3.6451
127,3.6453
128,3.6455
129,3.6456
130,3.6458
131,3.6459
132,3.6461
133,3.6461
134,3.6463
135,3.6464
136,3.6466
137,3.6467
138,3.6469
139,3.6471
140,3.6472
141,3.6474
142,3.6475
143,3.6475
144,3.6477
145,3.6478
146,3.648
147,3.6482
148,3.6483
149,3.6485
150,3.6486
151,3.6486
152,3.6488
153,3.649
154,3.6491
155,3.6493
156,3.6494
157,3.6496
158,3.6496
159,3.6498
160,3.6499
161,3.6501
162,3.6502
163,3.6504
164,3.6505
165,3.6505
166,3.6507
167,3.6509
168,3.651
169,3.6512
170,3.6512
171,3.6513
172,3.6515
173,3.6517
174,3.6518
175,3.6518
176,3.652
177,3.6521
178,3.6523
179,3.6523
180,3.6525
181,3.6526
182,3.6528
183,3.6528
184,3.6529
185,3.6531
186,3.6533
187,3.6533
188,3.6534
189,3.6536
190,3.6537
191,3.6537
192,3.6539
193,3.654
194,3.654
195,3.6542
196,3.6544
197,3.6544
198,3.6545
199,3.6547
200,3.6548
201,3.6548
202,3.655
203,3.6552
204,3.6552
205,3.6553
206,3.6555
207,3.6555
208,3.6556
209,3.6556
210,3.6558
211,3.656
212,3.6561
213,3.6561
214,3.6563
215,3.6563
216,3.6564
217,3.6566
218,3.6566
219,3.6567
220,3.6567
221,3.6569
222,3.6571
223,3.6571
224,3.6572
225,3.6574
226,3.6574
227,3.6575
228,3.6575
229,3.6577
230,3.6577
231,3.6579
232,3.658
233,3.658
234,3.6582
235,3.6582
236,3.6583
237,3.6583
238,3.6585
239,3.6587
240,3.6587
241,3.6588
242,3.6588
243,3.659
244,3.6591
245,3.6591
246,3.6593
247,3.6593
248,3.6594
249,3.6594
250,3.6596
251,3.6596
252,3.6598
253,3.6598
254,3.6599
255,3.6599
256,3.6601
257,3.6602
258,3.6602
259,3.6604
260,3.6604
261,3.6606
262,3.6606
263,3.6607
264,3.6607
265,3.6609
266,3.6609
267,3.661
268,3.661
269,3.6612
270,3.6612
271,3.6614
272,3.6614
273,3.6615
274,3.6615
275,3.6617
276,3.6617
277,3.6618
278,3.6618
279,3.662
280,3.662
281,3.662
282,3.6622
283,3.6623
284,3.6623
285,3.6623
286,3.6625
287,3.6625
288,3.6626
289,3.6626
290,3.6628
291,3.6628
292,3.6629
293,3.6629
294,3.6631
295,3.6631
296,3.6633
297,3.6633
298,3.6633
299,3.6634
300,3.6634
301,3.6636
302,3.6636
303,3.6637
304,3.6637
305,3.6639
306,3.6639
307,3.6641
308,3.6641
309,3.6641
310,3.6642
311,3.6642
312,3.6644
313,3.6644
314,3.6644
315,3.6645
316,3.6645
317,3.6647
318,3.6647
319,3.6649
320,3.6649
321,3.665
322,3.665
323,3.665
324,3.6652
325,3.6652
326,3.6653
327,3.6653
328,3.6655
329,3.6655
330,3.6655
331,3.6656
332,3.6656
333,3.6658
334,3.6658
335,3.666
336,3.666
337,3.666
338,3.6661
339,3.6661
340,3.6663
