,voltage
0,3.4209
1,3.4207
2,3.4207
3,3.4207
4,3.4207
5,3.4207
6,3.4207
7,3.4207
8,3.4207
9,3.4207
10,3.4207
11,3.4207
12,3.4207
13,3.4207
14,3.4207
15,3.4207
16,3.4207
17,3.4207
18,3.4207
19,3.4207
20,3.4207
21,3.4207
22,3.4207
23,3.4207
24,3.4207
25,3.4207
26,3.4207
27,3.4207
28,3.4207
29,3.4207
30,3.4207
31,3.4207
32,3.4207
33,3.4207
34,3.4207
35,3.4207
36,3.4207
37,3.4207
38,3.4207
39,3.4207
40,3.4207
41,3.4207
42,3.4207
43,3.4207
44,3.4207
45,3.4207
46,3.4207
47,3.4207
48,3.4207
49,3.4207
50,3.4207
51,3.4207
52,3.4207
53,3.4207
54,3.4207
55,3.4207
56,3.4207
57,3.4207
58,3.4207
59,3.4207
60,3.4207
61,3.4838
62,3.5875
63,3.6383
64,3.6382
65,3.6371
66,3.6361
67,3.6353
68,3.6347
69,3.634
70,3.6336
71,3.6331
72,3.6328
73,3.6325
74,3.6323
75,3.632
76,3.6318
77,3.6317
78,3.6315
79,3.6315
80,3.6313
81,3.6313
82,3.6313
83,3.6313
84,3.6313
85,3.6313
86,3.6313
87,3.6313
88,3.6313
89,3.6315
90,3.6315
91,3.6317
92,3.6317
93,3.6318
94,3.6318
95,3.632
96,3.632
97,3.6321
98,3.6323
99,3.6325
100,3.6325
101,3.6326
102,3.6328
103,3.6329
104,3.6331
105,3.6332
106,3.6334
107,3.6334
108,3.6336
109,3.6337
110,3.6339
111,3.634
112,3.6342
113,3.6344
114,3.6345
115,3.6347
116,3.6348
117,3.635
118,3.6352
119,3.6353
120,3.6355
121,3.6356
122,3.6358
123,3.636
124,3.6361
125,3.6363
126,3.6364
127,3.6366
128,3.6367
129,3.6369
130,3.6371
131,3.6372
132,3.6374
133,3.6375
134,3.6377
135,3.6379
136,3.638
137,3.6382
138,3.6383
139,3.6385
140,3.6387
141,3.6388
142,3.639
143,3.6391
144,3.6393
145,3.6394
146,3.6396
147,3.6396
148,3.6398
149,3.6399
150,3.6401
151,3.6402
152,3.6404
153,3.6406
154,3.6407
155,3.6409
156,3.641
157,3.641
158,3.6412
159,3.6414
160,3.6415
161,3.6417
162,3.6418
163,3.6418
164,3.642
165,3.6421
166,3.6423
167,3.6425
168,3.6425
169,3.6426
170,3.6428
171,3.6429
172,3.6431
173,3.6433
174,3.6433
175,3.6434
176,3.6436
177,3.6437
178,3.6437
179,3.6439
180,3.6441
181,3.6442
182,3.6442
183,3.6444
184,3.6445
185,3.6447
186,3.6447
187,3.6448
188,3.645
189,3.645
190,3.6452
191,3.6453
192,3.6453
193,3.6455
194,3.6456
195,3.6456
196,3.6458
197,3.646
198,3.646
199,3.6461
200,3.6463
201,3.6463
202,3.6464
203,3.6466
204,3.6466
205,3.6468
206,3.6469
207,3.6469
208,3.6471
209,3.6472
210,3.6472
211,3.6474
212,3.6474
213,3.6475
214,3.6477
215,3.6477
216,3.6479
217,3.6479
218,3.648
219,3.6482
220,3.6482
221,3.6483
222,3.6483
223,3.6485
224,3.6487
225,3.6487
226,3.6488
227,3.6488
228,3.649
229,3.649
230,3.6491
231,3.6491
232,3.6493
233,3.6495
234,3.6495
235,3.6496
236,3.6496
237,3.6498
238,3.6498
239,3.6499
240,3.6499
241,3.6501
242,3.6501
243,3.6502
244,3.6504
245,3.6504
246,3.6506
247,3.6506
248,3.6507
249,3.6507
250,3.6509
251,3.6509
252,3.651
253,3.651
254,3.6512
255,3.6512
256,3.6514
257,3.6514
258,3.6515
259,3.6515
260,3.6517
261,3.6517
262,3.6518
263,3.6518
264,3.652
265,3.652
266,3.6522
267,3.6522
268,3.6523
269,3.6523
270,3.6525
271,3.6525
272,3.6525
273,3.6526
274,3.6526
275,3.6528
276,3.6528
277,3.6529
278,3.6529
279,3.6531
280,3.6531
281,3.6533
282,3.6533
283,3.6534
284,3.6534
285,3.6536
286,3.6536
287,3.6537
288,3.6537
289,3.6537
290,3.6539
291,3.6539
292,3.6541
293,3.6541
294,3.6542
295,3.6542
296,3.6544
297,3.6544
298,3.6544
299,3.6545
300,3.6545
301,3.6547
302,3.6547
303,3.6547
304,3.6549
305,3.6549
306,3.655
307,3.655
308,3.6552
309,3.6552
310,3.6553
311,3.6553
312,3.6555
313,3.6555
314,3.6555
315,3.6557
316,3.6557
317,3.6558
318,3.6558
319,3.6558
320,3.656
321,3.656
322,3.6561
323,3.6561
324,3.6563
325,3.6563
326,3.6563
327,3.6564
328,3.6564
329,3.6566
330,3.6566
331,3.6566
332,3.6568
333,3.6568
334,3.6569
335,3.6569
336,3.6569
337,3.6571
338,3.6571
339,3.6572
340,3.6572
341,3.6574
342,3.6574
343,3.6574
344,3.6576
345,3.6576
346,3.6577
347,3.6577
348,3.6579
349,3.6579
350,3.6579
351,3.658
352,3.658
353,3.6582
354,3.6582
355,3.6582
356,3.6584
357,3.6584
358,3.6585
359,3.6585
360,3.6585
361,3.6587
362,3.6587
363,3.6588
364,3.6588
365,3.6588
366,3.659
367,3.659
368,3.659
369,3.6591
370,3.6591
371,3.6593
372,3.6593
373,3.6595
374,3.6595
375,3.6595
376,3.6596
377,3.6596
378,3.6596
379,3.6598
380,3.6598
381,3.6599
382,3.6599
383,3.6599
384,3.6601
385,3.6601
386,3.6603
387,3.6603
388,3.6603
389,3.6604
390,3.6604
391,3.6604
392,3.6606
393,3.6606
394,3.6607
395,3.6607
396,3.6609
397,3.6609
398,3.6609
399,3.6611
400,3.6611
401,3.6611
402,3.6612
403,3.6612
404,3.6614
405,3.6614
406,3.6614
407,3.6615
408,3.6615
409,3.6617
410,3.6617
411,3.6617
412,3.6618
413,3.6618
414,3.662
415,3.662
416,3.662
417,3.6622
418,3.6622
419,3.6622
420,3.6623
421,3.6623
422,3.6625
423,3.6625
424,3.6625
425,3.6626
426,3.6626
427,3.6628
428,3.6628
429,3.6628
430,3.663
431,3.663
432,3.6631
433,3.6631
434,3.6631
435,3.6633
436,3.6633
437,3.6633
438,3.6634
439,3.6634
440,3.6636
441,3.6636
442,3.6636
443,3.6638
444,3.6638
445,3.6638
446,3.6639
447,3.6639
448,3.6641
449,3.6641
450,3.6641
451,3.6642
452,3.6642
453,3.6642
454,3.6644
455,3.6644
456,3.6645
457,3.6645
458,3.6645
459,3.6647
460,3.6647
461,3.6649
462,3.6649
463,3.6649
464,3.665
465,3.665
466,3.665
467,3.6652
468,3.6652
469,3.6653
470,3.6653
471,3.6653
472,3.6655
473,3.6655
474,3.6657
475,3.6657
476,3.6657
477,3.6658
478,3.6658
479,3.6658
480,3.666
481,3.666
482,3.6661
483,3.6661
484,3.6661
485,3.6663
486,3.6663
487,3.6663
488,3.6665
489,3.6665
490,3.6666
491,3.6666
492,3.6666
493,3.6668
494,3.6668
495,3.6669
496,3.6669
497,3.6669
498,3.6671
499,3.6671
500,3.6672
501,3.6672
502,3.6672
503,3.6674
504,3.6674
505,3.6674
506,3.6676
507,3.6676
508,3.6677
509,3.6677
510,3.6677
511,3.6679
512,3.6679
513,3.6679
514,3.668
515,3.668
516,3.6682
517,3.6682
518,3.6682
519,3.6684
520,3.6684
521,3.6684
522,3.6685
523,3.6685
524,3.6687
525,3.6687
526,3.6687
527,3.6688
528,3.6688
529,3.669
530,3.669
531,3.669
532,3.6692
533,3.6692
534,3.6693
535,3.6693
536,3.6693
537,3.6695
538,3.6695
539,3.6695
540,3.6696
541,3.6696
542,3.6698
543,3.6698
544,3.6698
545,3.6699
546,3.6699
547,3.6699
548,3.6701
549,3.6701
550,3.6703
551,3.6703
552,3.6703
553,3.6704
554,3.6704
555,3.6704
556,3.6706
557,3.6706
558,3.6707
559,3.6707
560,3.6707
561,3.6709
562,3.6709
563,3.6709
564,3.6711
565,3.6711
566,3.6712
567,3.6712
568,3.6712
569,3.6714
