,voltage
0,3.4195
1,3.4195
2,3.4196
3,3.4196
4,3.4195
5,3.4195
6,3.4196
7,3.4196
8,3.4195
9,3.4195
10,3.4195
11,3.4196
12,3.4195
13,3.4196
14,3.4196
15,3.4195
16,3.4195
17,3.4195
18,3.4196
19,3.4195
20,3.4195
21,3.4195
22,3.4195
23,3.4195
24,3.4195
25,3.4195
26,3.4195
27,3.4195
28,3.4195
29,3.4195
30,3.4195
31,3.4196
32,3.4196
33,3.4196
34,3.4195
35,3.4195
36,3.4195
37,3.4195
38,3.4195
39,3.4196
40,3.4195
41,3.4195
42,3.4195
43,3.4195
44,3.4195
45,3.4195
46,3.4195
47,3.4195
48,3.4195
49,3.4195
50,3.4195
51,3.4195
52,3.4195
53,3.4195
54,3.4195
55,3.4195
56,3.4195
57,3.4196
58,3.4195
59,3.4195
60,3.4195
61,3.5427
62,3.6441
63,3.6681
64,3.6649
65,3.6616
66,3.6589
67,3.6567
68,3.6549
69,3.6533
70,3.6522
71,3.6511
72,3.6503
73,3.6495
74,3.6489
75,3.6482
76,3.6478
77,3.6473
78,3.6468
79,3.6465
80,3.6462
81,3.6459
82,3.6457
83,3.6454
84,3.6452
85,3.6451
86,3.6449
87,3.6447
88,3.6447
89,3.6446
90,3.6446
91,3.6444
92,3.6444
93,3.6443
94,3.6443
95,3.6443
96,3.6443
97,3.6443
98,3.6443
99,3.6443
100,3.6443
101,3.6443
102,3.6443
103,3.6443
104,3.6444
105,3.6444
106,3.6444
107,3.6446
108,3.6446
109,3.6447
110,3.6447
111,3.6449
112,3.6449
113,3.6451
114,3.6451
115,3.6452
116,3.6454
117,3.6454
118,3.6455
119,3.6457
120,3.6457
121,3.6459
122,3.646
123,3.6462
124,3.6462
125,3.6463
126,3.6465
127,3.6466
128,3.6466
129,3.6468
130,3.647
131,3.6471
132,3.6473
133,3.6473
134,3.6474
135,3.6476
136,3.6478
137,3.6479
138,3.6481
139,3.6482
140,3.6482
141,3.6484
142,3.6486
143,3.6487
144,3.6489
145,3.6489
146,3.649
147,3.6492
148,3.6493
149,3.6495
150,3.6497
151,3.6498
152,3.6498
153,3.65
154,3.6501
155,3.6503
156,3.6505
157,3.6505
158,3.6506
159,3.6508
160,3.6509
161,3.6511
162,3.6513
163,3.6513
164,3.6514
165,3.6516
166,3.6517
167,3.6519
168,3.6519
169,3.6521
170,3.6522
171,3.6524
172,3.6525
173,3.6525
174,3.6527
175,3.6528
176,3.653
177,3.653
178,3.6532
179,3.6533
180,3.6535
181,3.6535
182,3.6536
183,3.6538
184,3.654
185,3.654
186,3.6541
187,3.6543
188,3.6544
189,3.6544
190,3.6546
191,3.6548
192,3.6548
193,3.6549
194,3.6551
195,3.6551
196,3.6552
197,3.6554
198,3.6554
199,3.6555
200,3.6557
201,3.6557
202,3.6559
203,3.656
204,3.656
205,3.6562
206,3.6563
207,3.6563
208,3.6565
209,3.6565
210,3.6567
211,3.6568
212,3.6568
213,3.657
214,3.657
215,3.6571
216,3.6573
217,3.6573
218,3.6575
219,3.6575
220,3.6576
221,3.6578
222,3.6578
223,3.6579
224,3.6579
225,3.6581
226,3.6581
227,3.6582
228,3.6584
229,3.6584
230,3.6586
231,3.6586
232,3.6587
233,3.6589
234,3.6589
235,3.659
236,3.659
237,3.6592
238,3.6592
239,3.6594
240,3.6594
241,3.6595
242,3.6595
243,3.6597
244,3.6597
245,3.6598
246,3.66
247,3.66
248,3.6602
249,3.6602
250,3.6603
251,3.6603
252,3.6605
253,3.6605
254,3.6606
255,3.6606
256,3.6608
257,3.6608
258,3.6609
259,3.6609
260,3.6609
261,3.6611
262,3.6613
263,3.6613
264,3.6614
265,3.6614
266,3.6616
267,3.6616
268,3.6617
269,3.6617
270,3.6619
271,3.6619
272,3.6621
273,3.6621
274,3.6621
275,3.6622
276,3.6622
277,3.6624
278,3.6624
279,3.6625
280,3.6625
281,3.6627
282,3.6627
283,3.6629
284,3.6629
285,3.663
286,3.663
287,3.663
288,3.6632
289,3.6632
290,3.6633
291,3.6633
292,3.6635
293,3.6635
294,3.6635
295,3.6636
296,3.6636
297,3.6638
298,3.6638
299,3.664
300,3.664
301,3.6641
302,3.6641
303,3.6641
304,3.6643
305,3.6643
306,3.6644
307,3.6644
308,3.6646
309,3.6646
310,3.6646
311,3.6648
312,3.6648
313,3.6649
314,3.6649
315,3.6651
316,3.6651
317,3.6651
318,3.6652
319,3.6652
320,3.6654
321,3.6654
322,3.6654
323,3.6656
324,3.6656
325,3.6657
326,3.6657
327,3.6657
328,3.6659
329,3.6659
330,3.666
331,3.666
332,3.666
333,3.6662
334,3.6662
335,3.6663
336,3.6663
337,3.6663
338,3.6665
339,3.6665
340,3.6667
341,3.6667
342,3.6667
343,3.6668
344,3.6668
345,3.667
346,3.667
347,3.667
348,3.6671
349,3.6671
350,3.6673
