,voltage
0,3.4217
1,3.4217
2,3.4217
3,3.4219
4,3.4217
5,3.4217
6,3.4217
7,3.4217
8,3.4219
9,3.4219
10,3.4217
11,3.4217
12,3.4217
13,3.4217
14,3.4217
15,3.4217
16,3.4219
17,3.4217
18,3.4217
19,3.4217
20,3.4217
21,3.4217
22,3.4219
23,3.4217
24,3.4217
25,3.4217
26,3.4217
27,3.4217
28,3.4217
29,3.4217
30,3.4219
31,3.4217
32,3.4217
33,3.4219
34,3.4219
35,3.4217
36,3.4217
37,3.4217
38,3.4219
39,3.4217
40,3.4217
41,3.4217
42,3.4217
43,3.4217
44,3.4217
45,3.4217
46,3.4217
47,3.4219
48,3.4217
49,3.4219
50,3.4217
51,3.4217
52,3.4217
53,3.4217
54,3.4217
55,3.4219
56,3.4217
57,3.4217
58,3.4217
59,3.4217
60,3.4217
61,3.515
62,3.617
63,3.6564
64,3.6527
65,3.6497
66,3.6473
67,3.6454
68,3.644
69,3.6427
70,3.6416
71,3.6408
72,3.64
73,3.6394
74,3.6389
75,3.6384
76,3.638
77,3.6377
78,3.6373
79,3.637
80,3.6369
81,3.6367
82,3.6365
83,3.6364
84,3.6362
85,3.6362
86,3.6362
87,3.6361
88,3.6361
89,3.6361
90,3.6361
91,3.6362
92,3.6362
93,3.6362
94,3.6364
95,3.6364
96,3.6365
97,3.6367
98,3.6367
99,3.6369
100,3.637
101,3.6372
102,3.6373
103,3.6375
104,3.6377
105,3.6378
106,3.638
107,3.6381
108,3.6383
109,3.6384
110,3.6386
111,3.6388
112,3.6391
113,3.6392
114,3.6394
115,3.6396
116,3.6399
117,3.64
118,3.6402
119,3.6404
120,3.6407
121,3.6408
122,3.641
123,3.6413
124,3.6415
125,3.6416
126,3.6419
127,3.6421
128,3.6423
129,3.6426
130,3.6427
131,3.6429
132,3.6432
133,3.6434
134,3.6435
135,3.6437
136,3.644
137,3.6442
138,3.6443
139,3.6446
140,3.6448
141,3.645
142,3.6451
143,3.6454
144,3.6456
145,3.6458
146,3.6459
147,3.6462
148,3.6464
149,3.6465
150,3.6467
151,3.6469
152,3.6472
153,3.6473
154,3.6475
155,3.6477
156,3.6478
157,3.648
158,3.6483
159,3.6485
160,3.6486
161,3.6488
162,3.6489
163,3.6491
164,3.6492
165,3.6494
166,3.6496
167,3.6497
168,3.6499
169,3.6502
170,3.6504
171,3.6505
172,3.6507
173,3.6508
174,3.651
175,3.6512
176,3.6513
177,3.6515
178,3.6516
179,3.6518
180,3.652
181,3.6521
182,3.6521
183,3.6524
184,3.6524
185,3.6526
186,3.6527
187,3.6529
188,3.6531
189,3.6532
190,3.6534
191,3.6535
192,3.6537
193,3.6539
194,3.6539
195,3.654
196,3.6542
197,3.6543
198,3.6545
199,3.6547
200,3.6547
201,3.6548
202,3.655
203,3.6551
204,3.6553
