,voltage
0,3.4006
1,3.4007
2,3.4007
3,3.4006
4,3.4006
5,3.4007
6,3.4007
7,3.4007
8,3.4006
9,3.4007
10,3.4006
11,3.4006
12,3.4007
13,3.4007
14,3.4007
15,3.4007
16,3.4007
17,3.4006
18,3.4006
19,3.4007
20,3.4006
21,3.4007
22,3.4006
23,3.4007
24,3.4006
25,3.4006
26,3.4006
27,3.4006
28,3.4007
29,3.4006
30,3.4006
31,3.4006
32,3.4006
33,3.4006
34,3.4006
35,3.4006
36,3.4006
37,3.4006
38,3.4006
39,3.4006
40,3.4006
41,3.4007
42,3.4006
43,3.4006
44,3.4006
45,3.4006
46,3.4006
47,3.4006
48,3.4006
49,3.4006
50,3.4006
51,3.4006
52,3.4006
53,3.4007
54,3.4006
55,3.4006
56,3.4006
57,3.4006
58,3.4006
59,3.4006
60,3.4007
61,3.5092
62,3.6112
63,3.6607
64,3.6576
65,3.6544
66,3.6517
67,3.6496
68,3.648
69,3.6466
70,3.6455
71,3.6447
72,3.6439
73,3.6433
74,3.6428
75,3.6423
76,3.6418
77,3.6415
78,3.6412
79,3.6409
80,3.6407
81,3.6404
82,3.6403
83,3.6401
84,3.6399
85,3.6399
86,3.6398
87,3.6398
88,3.6396
89,3.6396
90,3.6396
91,3.6395
92,3.6395
93,3.6395
94,3.6395
95,3.6395
96,3.6395
97,3.6396
98,3.6396
99,3.6396
100,3.6396
101,3.6398
102,3.6398
103,3.6398
104,3.6399
105,3.6399
106,3.6401
107,3.6401
108,3.6403
109,3.6404
110,3.6404
111,3.6406
112,3.6406
113,3.6407
114,3.6409
115,3.6409
116,3.641
117,3.6412
118,3.6414
119,3.6414
120,3.6415
121,3.6417
122,3.6418
123,3.642
124,3.6422
125,3.6422
126,3.6423
127,3.6425
128,3.6426
129,3.6428
130,3.643
131,3.6431
132,3.6433
133,3.6433
134,3.6434
135,3.6436
136,3.6437
137,3.6439
138,3.6441
139,3.6442
140,3.6444
141,3.6445
142,3.6447
143,3.6449
144,3.645
145,3.645
146,3.6452
147,3.6453
148,3.6455
149,3.6457
150,3.6458
151,3.646
152,3.6461
153,3.6463
154,3.6464
155,3.6464
156,3.6466
157,3.6468
158,3.6469
159,3.6471
160,3.6472
161,3.6474
162,3.6476
163,3.6476
164,3.6477
165,3.6479
166,3.648
167,3.6482
168,3.6484
169,3.6484
170,3.6485
171,3.6487
172,3.6488
173,3.649
174,3.6491
175,3.6491
176,3.6493
177,3.6495
178,3.6496
179,3.6498
180,3.6499
181,3.6499
182,3.6501
183,3.6503
184,3.6504
185,3.6504
186,3.6506
187,3.6507
188,3.6509
189,3.6509
190,3.6511
191,3.6512
192,3.6514
193,3.6514
194,3.6515
195,3.6517
196,3.6518
197,3.6518
198,3.652
199,3.6522
200,3.6522
201,3.6523
202,3.6525
203,3.6526
204,3.6526
205,3.6528
206,3.653
207,3.653
208,3.6531
209,3.6533
210,3.6533
211,3.6534
212,3.6536
213,3.6536
214,3.6538
215,3.6538
216,3.6539
217,3.6541
218,3.6542
219,3.6542
220,3.6544
221,3.6544
222,3.6545
223,3.6547
224,3.6547
225,3.6549
226,3.6549
227,3.655
228,3.6552
229,3.6552
230,3.6553
231,3.6553
232,3.6555
233,3.6557
234,3.6557
235,3.6558
236,3.6558
237,3.656
238,3.6561
239,3.6561
240,3.6563
241,3.6563
242,3.6565
243,3.6565
244,3.6566
245,3.6568
246,3.6568
247,3.6569
248,3.6569
249,3.6571
250,3.6571
251,3.6572
252,3.6572
253,3.6574
254,3.6576
255,3.6576
256,3.6577
257,3.6577
258,3.6579
259,3.6579
260,3.658
261,3.658
262,3.6582
263,3.6582
264,3.6584
265,3.6585
266,3.6585
267,3.6585
268,3.6587
269,3.6587
270,3.6588
271,3.6588
272,3.659
273,3.6592
274,3.6592
275,3.6593
276,3.6593
277,3.6595
278,3.6595
279,3.6596
280,3.6596
281,3.6596
282,3.6598
283,3.6598
284,3.6599
285,3.6601
286,3.6601
287,3.6601
288,3.6603
289,3.6603
290,3.6604
291,3.6604
292,3.6606
293,3.6606
294,3.6607
295,3.6607
296,3.6609
297,3.6609
298,3.6611
299,3.6611
300,3.6612
301,3.6612
302,3.6614
303,3.6614
304,3.6614
305,3.6615
306,3.6615
307,3.6617
308,3.6617
309,3.6619
310,3.6619
311,3.662
312,3.662
313,3.6622
314,3.6622
315,3.6623
316,3.6623
317,3.6623
318,3.6625
319,3.6625
320,3.6626
321,3.6626
322,3.6628
323,3.6628
324,3.663
325,3.663
326,3.6631
327,3.6631
328,3.6631
329,3.6633
330,3.6633
331,3.6634
332,3.6634
333,3.6636
334,3.6636
335,3.6636
336,3.6638
337,3.6638
338,3.6639
339,3.6639
340,3.6641
341,3.6641
342,3.6642
343,3.6642
344,3.6642
345,3.6644
346,3.6644
347,3.6646
348,3.6646
349,3.6647
350,3.6647
351,3.6647
352,3.6649
353,3.6649
354,3.665
355,3.665
356,3.665
357,3.6652
358,3.6652
359,3.6653
360,3.6653
361,3.6655
362,3.6655
363,3.6657
364,3.6657
365,3.6657
366,3.6658
367,3.6658
368,3.666
369,3.666
370,3.6661
371,3.6661
372,3.6661
373,3.6663
374,3.6663
375,3.6665
376,3.6665
377,3.6665
378,3.6666
379,3.6666
380,3.6668
381,3.6668
382,3.6668
383,3.6669
384,3.6669
385,3.6671
386,3.6671
387,3.6673
388,3.6673
389,3.6673
390,3.6674
391,3.6674
392,3.6676
393,3.6676
394,3.6676
395,3.6677
396,3.6677
397,3.6679
398,3.6679
399,3.6679
400,3.668
401,3.668
402,3.6682
403,3.6682
