,voltage
0,3.4152
1,3.4152
2,3.4152
3,3.4152
4,3.4152
5,3.4152
6,3.4152
7,3.4152
8,3.4152
9,3.4152
10,3.4152
11,3.4152
12,3.4152
13,3.4152
14,3.4152
15,3.4152
16,3.415
17,3.4152
18,3.4152
19,3.4152
20,3.4152
21,3.4152
22,3.4152
23,3.4152
24,3.415
25,3.4152
26,3.4152
27,3.415
28,3.415
29,3.415
30,3.4152
31,3.4152
32,3.415
33,3.4152
34,3.415
35,3.415
36,3.4152
37,3.4152
38,3.415
39,3.415
40,3.415
41,3.415
42,3.415
43,3.415
44,3.415
45,3.415
46,3.4152
47,3.415
48,3.415
49,3.4152
50,3.415
51,3.415
52,3.4152
53,3.4152
54,3.415
55,3.415
56,3.415
57,3.415
58,3.415
59,3.415
60,3.415
61,3.4908
62,3.5936
63,3.6277
64,3.6301
65,3.6302
66,3.6299
67,3.6293
68,3.6288
69,3.6283
70,3.628
71,3.6277
72,3.6275
73,3.6272
74,3.6271
75,3.6271
76,3.6269
77,3.6269
78,3.6268
79,3.6268
80,3.6268
81,3.6268
82,3.6269
83,3.6269
84,3.6269
85,3.6269
86,3.6271
87,3.6271
88,3.6272
89,3.6274
90,3.6274
91,3.6275
92,3.6277
93,3.6277
94,3.6279
95,3.628
96,3.6282
97,3.6283
98,3.6285
99,3.6287
100,3.6287
101,3.6288
102,3.629
103,3.6291
104,3.6293
105,3.6295
106,3.6296
107,3.6298
108,3.6301
109,3.6302
110,3.6304
111,3.6306
112,3.6307
113,3.6309
114,3.631
115,3.6312
116,3.6314
117,3.6315
118,3.6318
119,3.632
120,3.6322
121,3.6323
122,3.6325
123,3.6326
124,3.6329
125,3.6331
126,3.6333
127,3.6334
128,3.6336
129,3.6337
130,3.6339
131,3.6341
132,3.6344
133,3.6345
134,3.6347
135,3.6349
136,3.635
137,3.6352
138,3.6353
139,3.6355
140,3.6358
141,3.636
142,3.6361
143,3.6363
144,3.6364
145,3.6366
146,3.6368
147,3.6369
148,3.6371
149,3.6372
150,3.6374
151,3.6376
152,3.6377
153,3.638
154,3.638
155,3.6383
156,3.6385
157,3.6385
158,3.6388
159,3.639
160,3.6391
161,3.6393
162,3.6395
163,3.6396
164,3.6396
165,3.6398
166,3.6399
167,3.6401
168,3.6403
169,3.6404
170,3.6406
171,3.6407
172,3.6409
173,3.641
174,3.6412
175,3.6414
176,3.6415
177,3.6417
178,3.6417
179,3.6418
180,3.642
181,3.6422
182,3.6423
183,3.6425
184,3.6426
185,3.6426
186,3.6428
187,3.643
188,3.6431
189,3.6433
190,3.6434
191,3.6434
192,3.6436
193,3.6437
194,3.6439
195,3.6441
196,3.6441
197,3.6442
198,3.6444
199,3.6445
200,3.6447
201,3.6447
202,3.6449
203,3.645
204,3.645
205,3.6452
206,3.6453
207,3.6455
208,3.6457
209,3.6457
210,3.6458
211,3.646
212,3.646
213,3.6461
214,3.6463
215,3.6463
216,3.6464
217,3.6466
218,3.6468
219,3.6468
220,3.6469
221,3.6471
222,3.6471
223,3.6472
224,3.6474
225,3.6474
226,3.6476
227,3.6477
228,3.6477
229,3.6479
230,3.6479
231,3.648
232,3.6482
233,3.6482
234,3.6484
235,3.6485
236,3.6485
237,3.6487
238,3.6488
239,3.6488
240,3.649
241,3.649
242,3.6491
243,3.6493
244,3.6493
245,3.6495
246,3.6495
247,3.6496
248,3.6498
249,3.6498
250,3.6499
251,3.6499
252,3.6501
253,3.6501
254,3.6503
255,3.6504
256,3.6504
257,3.6506
258,3.6506
259,3.6507
260,3.6509
261,3.6509
262,3.6511
263,3.6511
264,3.6512
265,3.6512
266,3.6514
267,3.6514
268,3.6515
269,3.6517
270,3.6517
271,3.6518
272,3.6518
273,3.652
274,3.652
275,3.6522
276,3.6522
277,3.6523
278,3.6523
279,3.6525
280,3.6525
281,3.6526
282,3.6526
283,3.6528
284,3.6528
285,3.653
286,3.653
287,3.6531
288,3.6533
289,3.6533
290,3.6533
291,3.6534
292,3.6536
293,3.6536
294,3.6536
295,3.6538
296,3.6538
297,3.6539
298,3.6541
299,3.6541
300,3.6541
