,voltage
0,3.4147
1,3.4147
2,3.4146
3,3.4147
4,3.4147
5,3.4147
6,3.4147
7,3.4147
8,3.4147
9,3.4147
10,3.4147
11,3.4147
12,3.4147
13,3.4147
14,3.4147
15,3.4147
16,3.4147
17,3.4147
18,3.4147
19,3.4147
20,3.4147
21,3.4147
22,3.4147
23,3.4147
24,3.4147
25,3.4147
26,3.4147
27,3.4147
28,3.4147
29,3.4147
30,3.4147
31,3.4147
32,3.4147
33,3.4147
34,3.4147
35,3.4147
36,3.4147
37,3.4147
38,3.4147
39,3.4147
40,3.4147
41,3.4147
42,3.4147
43,3.4147
44,3.4147
45,3.4147
46,3.4147
47,3.4147
48,3.4147
49,3.4147
50,3.4147
51,3.4147
52,3.4147
53,3.4147
54,3.4147
55,3.4147
56,3.4147
57,3.4147
58,3.4147
59,3.4147
60,3.4147
61,3.5041
62,3.605
63,3.645
64,3.6452
65,3.6439
66,3.6425
67,3.6414
68,3.6404
69,3.6396
70,3.639
71,3.6383
72,3.6379
73,3.6375
74,3.6372
75,3.6369
76,3.6366
77,3.6364
78,3.6363
79,3.6361
80,3.6361
81,3.636
82,3.636
83,3.636
84,3.636
85,3.636
86,3.636
87,3.636
88,3.636
89,3.6361
90,3.6361
91,3.6363
92,3.6363
93,3.6364
94,3.6364
95,3.6366
96,3.6367
97,3.6367
98,3.6369
99,3.6371
100,3.6372
101,3.6374
102,3.6375
103,3.6377
104,3.6379
105,3.638
106,3.6382
107,3.6383
108,3.6385
109,3.6387
110,3.6388
111,3.639
112,3.6391
113,3.6394
114,3.6396
115,3.6398
116,3.6399
117,3.6401
118,3.6402
119,3.6406
120,3.6407
121,3.6409
122,3.641
123,3.6414
124,3.6415
125,3.6417
126,3.6418
127,3.642
128,3.6423
129,3.6425
130,3.6426
131,3.6428
132,3.6429
133,3.6433
134,3.6434
135,3.6436
136,3.6437
137,3.6439
138,3.6442
139,3.6444
140,3.6445
141,3.6447
142,3.6448
143,3.645
144,3.6452
145,3.6455
146,3.6456
147,3.6458
148,3.646
149,3.6461
150,3.6463
151,3.6466
152,3.6468
153,3.6469
154,3.6471
155,3.6472
156,3.6474
157,3.6475
158,3.6477
159,3.6479
160,3.648
161,3.6482
162,3.6483
163,3.6485
164,3.6487
165,3.6488
166,3.649
167,3.6491
168,3.6493
169,3.6495
170,3.6496
171,3.6498
172,3.6499
173,3.6501
174,3.6502
175,3.6504
176,3.6506
177,3.6507
178,3.6509
179,3.651
180,3.6512
181,3.6514
182,3.6514
183,3.6515
184,3.6517
185,3.6518
186,3.652
187,3.6522
188,3.6523
189,3.6525
190,3.6525
191,3.6526
192,3.6528
193,3.6529
194,3.6531
195,3.6533
196,3.6533
197,3.6534
198,3.6536
199,3.6537
200,3.6537
201,3.6539
202,3.6541
203,3.6542
204,3.6544
205,3.6544
206,3.6545
207,3.6547
208,3.6549
209,3.6549
210,3.655
211,3.6552
212,3.6552
213,3.6553
214,3.6555
215,3.6557
216,3.6557
217,3.6558
218,3.656
219,3.656
220,3.6561
221,3.6563
222,3.6563
223,3.6564
224,3.6566
225,3.6566
226,3.6568
227,3.6569
228,3.6569
229,3.6571
230,3.6572
231,3.6572
232,3.6574
233,3.6576
