,voltage
0,3.4212
1,3.4212
2,3.4212
3,3.4212
4,3.4212
5,3.4212
6,3.4212
7,3.4212
8,3.4212
9,3.4212
10,3.4212
11,3.4212
12,3.4212
13,3.4212
14,3.4212
15,3.4212
16,3.4212
17,3.4212
18,3.4212
19,3.4212
20,3.4212
21,3.4212
22,3.4212
23,3.4212
24,3.4212
25,3.4212
26,3.4212
27,3.4212
28,3.4212
29,3.4212
30,3.4212
31,3.4212
32,3.4212
33,3.4212
34,3.4212
35,3.4212
36,3.4212
37,3.4212
38,3.4212
39,3.4212
40,3.4212
41,3.4212
42,3.4212
43,3.4212
44,3.4212
45,3.4212
46,3.4212
47,3.4212
48,3.4212
49,3.4212
50,3.4212
51,3.4212
52,3.4212
53,3.4212
54,3.4212
55,3.4212
56,3.4212
57,3.4212
58,3.4212
59,3.4212
60,3.4212
61,3.5008
62,3.6054
63,3.6546
64,3.6531
65,3.6508
66,3.6489
67,3.6473
68,3.6461
69,3.645
70,3.644
71,3.6432
72,3.6426
73,3.6419
74,3.6413
75,3.6408
76,3.6405
77,3.64
78,3.6397
79,3.6394
80,3.6392
81,3.6389
82,3.6388
83,3.6386
84,3.6384
85,3.6383
86,3.6381
87,3.638
88,3.638
89,3.638
90,3.6378
91,3.6378
92,3.6378
93,3.6378
94,3.6378
95,3.6378
96,3.638
97,3.638
98,3.638
99,3.6381
100,3.6381
101,3.6383
102,3.6383
103,3.6384
104,3.6386
105,3.6388
106,3.6388
107,3.6389
108,3.6391
109,3.6392
110,3.6394
111,3.6396
112,3.6397
113,3.6397
114,3.64
115,3.64
116,3.6403
117,3.6405
118,3.6407
119,3.6408
120,3.641
121,3.6411
122,3.6413
123,3.6415
124,3.6416
125,3.6418
126,3.6419
127,3.6421
128,3.6424
129,3.6426
130,3.6427
131,3.6429
132,3.643
133,3.6432
134,3.6434
135,3.6437
136,3.6438
137,3.644
138,3.6442
139,3.6443
140,3.6445
141,3.6446
142,3.645
143,3.6451
144,3.6453
145,3.6454
146,3.6456
147,3.6458
148,3.6459
149,3.6461
150,3.6464
151,3.6465
152,3.6467
153,3.6467
154,3.647
155,3.6472
156,3.6473
157,3.6475
158,3.6477
159,3.6478
160,3.648
161,3.6481
162,3.6483
163,3.6485
164,3.6486
165,3.6488
166,3.6489
167,3.6491
168,3.6492
169,3.6494
170,3.6496
171,3.6497
172,3.6499
173,3.65
174,3.6502
175,3.6504
176,3.6505
177,3.6507
178,3.6507
179,3.651
180,3.6512
181,3.6512
182,3.6513
183,3.6515
184,3.6516
185,3.6518
186,3.6519
187,3.6521
188,3.6521
189,3.6524
190,3.6524
191,3.6526
192,3.6527
193,3.6529
194,3.6531
195,3.6532
196,3.6532
197,3.6534
198,3.6535
199,3.6537
200,3.6537
201,3.6539
202,3.654
203,3.6542
204,3.6543
205,3.6545
206,3.6545
207,3.6545
208,3.6546
209,3.6548
210,3.655
211,3.6551
212,3.6553
213,3.6553
214,3.6554
215,3.6556
216,3.6556
217,3.6558
218,3.6559
219,3.6559
220,3.6561
221,3.6562
222,3.6562
223,3.6564
224,3.6566
225,3.6567
226,3.6567
227,3.6569
228,3.657
229,3.6572
230,3.6572
231,3.6573
232,3.6573
233,3.6575
234,3.6575
235,3.6577
236,3.6578
237,3.658
238,3.658
239,3.6581
240,3.6583
241,3.6583
242,3.6585
243,3.6585
244,3.6586
245,3.6588
246,3.6588
247,3.6589
248,3.6589
249,3.6591
250,3.6593
251,3.6593
252,3.6594
253,3.6594
254,3.6596
255,3.6596
256,3.6597
257,3.6597
258,3.6599
259,3.6601
260,3.6601
261,3.6602
262,3.6602
263,3.6604
264,3.6604
265,3.6605
266,3.6605
267,3.6607
268,3.6608
269,3.6608
270,3.661
271,3.661
272,3.6612
273,3.6612
274,3.6613
275,3.6613
276,3.6615
277,3.6615
278,3.6616
279,3.6616
280,3.6618
281,3.6618
282,3.662
283,3.662
284,3.6621
285,3.6621
286,3.6623
287,3.6623
288,3.6624
289,3.6624
290,3.6626
291,3.6626
292,3.6628
293,3.6628
294,3.6629
295,3.6629
296,3.6631
297,3.6631
298,3.6632
299,3.6632
300,3.6632
301,3.6634
302,3.6635
303,3.6635
304,3.6637
305,3.6637
306,3.6637
307,3.6639
308,3.664
309,3.664
310,3.6642
311,3.6642
312,3.6642
313,3.6643
314,3.6643
315,3.6645
316,3.6645
317,3.6647
318,3.6647
319,3.6648
320,3.6648
321,3.6648
322,3.665
323,3.665
324,3.6651
325,3.6651
326,3.6653
327,3.6653
328,3.6655
329,3.6655
330,3.6655
331,3.6656
332,3.6656
333,3.6658
334,3.6658
335,3.6658
336,3.6659
337,3.6661
338,3.6661
339,3.6661
340,3.6662
