,voltage
0,3.4183
1,3.4183
2,3.4183
3,3.4183
4,3.4183
5,3.4183
6,3.4183
7,3.4183
8,3.4183
9,3.4183
10,3.4183
11,3.4183
12,3.4183
13,3.4183
14,3.4183
15,3.4183
16,3.4183
17,3.4183
18,3.4183
19,3.4183
20,3.4183
21,3.4183
22,3.4183
23,3.4183
24,3.4183
25,3.4183
26,3.4183
27,3.4183
28,3.4183
29,3.4183
30,3.4183
31,3.4183
32,3.4183
33,3.4183
34,3.4183
35,3.4183
36,3.4183
37,3.4183
38,3.4183
39,3.4183
40,3.4183
41,3.4183
42,3.4183
43,3.4183
44,3.4183
45,3.4183
46,3.4183
47,3.4183
48,3.4183
49,3.4183
50,3.4183
51,3.4183
52,3.4183
53,3.4183
54,3.4183
55,3.4183
56,3.4183
57,3.4183
58,3.4183
59,3.4183
60,3.4183
61,3.4678
62,3.5722
63,3.6343
64,3.6373
65,3.6381
66,3.6383
67,3.6383
68,3.6381
69,3.638
70,3.6378
71,3.6378
72,3.6376
73,3.6376
74,3.6375
75,3.6375
76,3.6375
77,3.6375
78,3.6375
79,3.6375
80,3.6375
81,3.6376
82,3.6376
83,3.6376
84,3.6378
85,3.6378
86,3.638
87,3.638
88,3.6381
89,3.6381
90,3.6383
91,3.6384
92,3.6384
93,3.6386
94,3.6388
95,3.6389
96,3.6391
97,3.6391
98,3.6392
99,3.6394
100,3.6396
101,3.6397
102,3.6397
103,3.6399
104,3.64
105,3.6402
106,3.6403
107,3.6405
108,3.6407
109,3.6408
110,3.641
111,3.6411
112,3.6413
113,3.6415
114,3.6416
115,3.6416
116,3.6418
117,3.6419
118,3.6421
119,3.6423
120,3.6424
121,3.6426
122,3.6427
123,3.6429
124,3.643
125,3.6432
126,3.6434
127,3.6435
128,3.6437
129,3.6438
130,3.644
131,3.6442
132,3.6442
133,3.6443
134,3.6445
135,3.6446
136,3.6448
137,3.645
138,3.6451
139,3.6453
140,3.6454
141,3.6456
142,3.6456
143,3.6458
144,3.6459
145,3.6461
146,3.6462
147,3.6464
148,3.6465
149,3.6467
150,3.6467
151,3.6469
152,3.647
153,3.6472
154,3.6473
155,3.6473
156,3.6475
157,3.6477
158,3.6478
159,3.648
160,3.648
161,3.6481
162,3.6483
163,3.6485
164,3.6486
165,3.6486
166,3.6488
167,3.6489
168,3.6491
169,3.6492
170,3.6492
171,3.6494
172,3.6496
173,3.6497
174,3.6497
175,3.6499
176,3.65
177,3.6502
178,3.6502
179,3.6504
180,3.6505
181,3.6505
182,3.6507
183,3.6508
184,3.6508
185,3.651
186,3.6512
187,3.6513
188,3.6513
189,3.6515
190,3.6516
191,3.6516
192,3.6518
193,3.6519
194,3.6519
195,3.6521
196,3.6521
197,3.6523
198,3.6524
199,3.6524
200,3.6526
201,3.6527
202,3.6527
203,3.6529
204,3.6531
205,3.6531
206,3.6532
207,3.6532
208,3.6534
209,3.6535
210,3.6535
211,3.6537
212,3.6539
213,3.6539
214,3.654
215,3.654
216,3.6542
217,3.6542
218,3.6543
219,3.6545
220,3.6545
221,3.6546
222,3.6546
223,3.6548
224,3.6548
225,3.655
226,3.6551
227,3.6551
228,3.6553
229,3.6553
230,3.6554
231,3.6554
232,3.6556
233,3.6556
234,3.6558
235,3.6559
236,3.6559
237,3.6559
238,3.6561
239,3.6562
240,3.6562
241,3.6564
242,3.6564
243,3.6566
244,3.6566
245,3.6567
246,3.6567
247,3.6569
248,3.6569
249,3.657
250,3.657
251,3.6572
252,3.6572
253,3.6573
254,3.6573
255,3.6575
256,3.6575
257,3.6577
258,3.6577
259,3.6578
260,3.6578
261,3.658
262,3.658
263,3.6581
264,3.6581
265,3.6583
266,3.6583
267,3.6585
268,3.6585
269,3.6586
270,3.6586
271,3.6588
272,3.6588
273,3.6589
274,3.6589
275,3.6589
276,3.6591
277,3.6591
278,3.6593
279,3.6593
280,3.6594
281,3.6594
282,3.6596
283,3.6596
284,3.6596
285,3.6597
286,3.6597
287,3.6599
288,3.6599
289,3.6601
290,3.6601
291,3.6602
292,3.6602
293,3.6604
294,3.6604
295,3.6605
296,3.6605
297,3.6605
298,3.6607
299,3.6607
300,3.6608
301,3.6608
302,3.661
303,3.661
304,3.661
305,3.6612
306,3.6612
307,3.6613
308,3.6613
309,3.6615
310,3.6615
311,3.6615
312,3.6616
313,3.6616
314,3.6618
315,3.6618
316,3.662
317,3.662
318,3.6621
319,3.6621
320,3.6621
321,3.6623
322,3.6623
323,3.6623
324,3.6624
325,3.6624
326,3.6626
327,3.6626
328,3.6628
329,3.6628
330,3.6628
331,3.6629
332,3.6629
333,3.6631
334,3.6631
335,3.6632
336,3.6632
337,3.6632
338,3.6634
339,3.6634
340,3.6635
341,3.6635
342,3.6635
343,3.6637
344,3.6637
345,3.6639
346,3.6639
347,3.6639
348,3.664
349,3.664
350,3.6642
351,3.6642
352,3.6642
353,3.6643
354,3.6643
355,3.6645
356,3.6645
357,3.6645
358,3.6647
359,3.6647
360,3.6648
361,3.6648
362,3.6648
363,3.665
364,3.665
365,3.6651
366,3.6651
367,3.6651
368,3.6653
369,3.6653
370,3.6653
371,3.6655
372,3.6655
373,3.6656
374,3.6656
375,3.6658
376,3.6658
377,3.6658
378,3.6659
379,3.6659
380,3.6661
381,3.6661
382,3.6661
383,3.6662
384,3.6662
385,3.6662
386,3.6664
387,3.6664
388,3.6666
389,3.6666
390,3.6666
391,3.6667
392,3.6667
393,3.6669
394,3.6669
395,3.6669
396,3.667
397,3.667
398,3.667
399,3.6672
400,3.6672
401,3.6674
402,3.6674
403,3.6674
404,3.6675
405,3.6675
406,3.6677
407,3.6677
408,3.6677
409,3.6678
410,3.6678
411,3.6678
412,3.668
413,3.668
414,3.6682
415,3.6682
416,3.6683
417,3.6683
418,3.6683
419,3.6685
420,3.6685
421,3.6685
422,3.6686
423,3.6686
424,3.6688
425,3.6688
426,3.6688
427,3.6689
428,3.6689
429,3.6689
430,3.6691
431,3.6691
432,3.6693
433,3.6693
434,3.6693
435,3.6694
436,3.6694
437,3.6694
438,3.6696
439,3.6696
440,3.6697
441,3.6697
442,3.6697
443,3.6699
444,3.6699
445,3.6699
446,3.6701
447,3.6701
448,3.6701
449,3.6702
450,3.6702
451,3.6704
452,3.6704
453,3.6704
454,3.6705
455,3.6705
456,3.6707
457,3.6707
458,3.6707
459,3.6709
460,3.6709
461,3.671
462,3.671
463,3.671
464,3.6712
465,3.6712
466,3.6712
467,3.6713
468,3.6713
469,3.6713
470,3.6715
471,3.6715
472,3.6716
473,3.6716
474,3.6716
475,3.6718
476,3.6718
477,3.672
478,3.672
479,3.672
480,3.6721
481,3.6721
482,3.6721
483,3.6723
484,3.6723
485,3.6724
486,3.6724
487,3.6724
488,3.6726
489,3.6726
490,3.6726
491,3.6728
492,3.6728
493,3.6728
494,3.6729
495,3.6729
496,3.6731
497,3.6731
498,3.6731
499,3.6732
500,3.6732
501,3.6734
502,3.6734
503,3.6734
504,3.6736
505,3.6736
506,3.6736
507,3.6737
508,3.6737
509,3.6737
510,3.6739
511,3.6739
512,3.6739
513,3.674
514,3.674
515,3.6742
516,3.6742
517,3.6742
518,3.6744
519,3.6744
520,3.6745
521,3.6745
522,3.6745
523,3.6747
524,3.6747
525,3.6747
526,3.6748
527,3.6748
528,3.675
529,3.675
530,3.675
531,3.6751
532,3.6751
533,3.6751
534,3.6753
535,3.6753
536,3.6755
537,3.6755
538,3.6755
539,3.6756
540,3.6756
541,3.6756
542,3.6758
543,3.6758
544,3.6758
545,3.6759
546,3.6759
547,3.6761
548,3.6761
549,3.6761
550,3.6763
551,3.6763
552,3.6763
553,3.6764
554,3.6764
555,3.6764
556,3.6766
557,3.6766
558,3.6767
559,3.6767
560,3.6767
561,3.6769
562,3.6769
563,3.6769
564,3.6771
565,3.6771
566,3.6772
567,3.6772
568,3.6772
569,3.6774
570,3.6774
571,3.6774
572,3.6775
573,3.6775
574,3.6777
575,3.6777
576,3.6777
577,3.6778
578,3.6778
579,3.6778
580,3.678
581,3.678
582,3.6782
583,3.6782
584,3.6782
585,3.6783
586,3.6783
587,3.6783
588,3.6785
589,3.6785
590,3.6786
591,3.6786
592,3.6786
593,3.6788
594,3.6788
595,3.6788
596,3.679
597,3.679
598,3.6791
599,3.6791
600,3.6791
601,3.6793
602,3.6793
603,3.6793
604,3.6794
605,3.6794
606,3.6796
607,3.6796
608,3.6796
609,3.6798
610,3.6798
611,3.6799
612,3.6799
613,3.6799
614,3.6799
615,3.6801
616,3.6801
617,3.6802
618,3.6802
619,3.6802
620,3.6804
621,3.6804
622,3.6805
623,3.6805
624,3.6805
625,3.6807
626,3.6807
627,3.6809
628,3.6809
629,3.6809
630,3.681
631,3.681
632,3.681
633,3.6812
634,3.6812
635,3.6812
636,3.6813
637,3.6813
638,3.6815
639,3.6815
640,3.6815
641,3.6817
642,3.6817
643,3.6817
644,3.6818
645,3.6818
646,3.682
647,3.682
648,3.6821
649,3.6821
650,3.6821
651,3.6823
652,3.6823
653,3.6823
654,3.6825
655,3.6825
656,3.6826
657,3.6826
658,3.6826
659,3.6828
660,3.6828
661,3.6829
662,3.6829
663,3.6829
664,3.6831
665,3.6831
666,3.6831
667,3.6832
668,3.6832
669,3.6834
670,3.6834
671,3.6836
672,3.6836
673,3.6836
674,3.6837
675,3.6837
676,3.6837
677,3.6839
678,3.6839
679,3.684
680,3.684
681,3.684
682,3.6842
683,3.6842
684,3.6844
685,3.6844
686,3.6844
687,3.6845
688,3.6845
689,3.6845
690,3.6847
691,3.6847
692,3.6848
693,3.6848
694,3.6848
695,3.685
696,3.685
697,3.6852
698,3.6852
699,3.6852
700,3.6853
701,3.6853
702,3.6853
703,3.6855
704,3.6855
705,3.6856
706,3.6856
707,3.6856
708,3.6858
709,3.6858
710,3.6859
711,3.6859
712,3.6861
713,3.6861
714,3.6861
715,3.6863
716,3.6863
717,3.6863
718,3.6864
719,3.6864
720,3.6866
721,3.6866
722,3.6866
723,3.6867
724,3.6867
725,3.6869
726,3.6869
727,3.6869
728,3.6871
729,3.6871
730,3.6872
731,3.6872
732,3.6872
733,3.6874
734,3.6874
735,3.6875
736,3.6875
737,3.6875
738,3.6877
739,3.6877
740,3.6879
741,3.6879
742,3.6879
743,3.688
744,3.688
745,3.6882
746,3.6882
747,3.6882
748,3.6883
749,3.6883
750,3.6885
751,3.6885
752,3.6887
753,3.6887
754,3.6887
755,3.6888
756,3.6888
757,3.689
758,3.689
759,3.689
760,3.6891
761,3.6891
762,3.6893
763,3.6893
764,3.6893
765,3.6894
766,3.6894
767,3.6896
768,3.6896
769,3.6896
770,3.6898
771,3.6898
772,3.6899
773,3.6899
774,3.6899
775,3.6901
776,3.6901
777,3.6902
778,3.6902
779,3.6904
780,3.6904
781,3.6904
782,3.6906
783,3.6906
784,3.6907
785,3.6907
786,3.6907
787,3.6909
788,3.6909
789,3.691
790,3.691
791,3.6912
792,3.6912
793,3.6912
794,3.6914
795,3.6914
796,3.6914
797,3.6915
798,3.6917
799,3.6917
800,3.6917
801,3.6918
802,3.6918
803,3.692
804,3.692
805,3.692
806,3.6921
807,3.6921
808,3.6923
809,3.6923
810,3.6923
811,3.6925
812,3.6925
813,3.6926
814,3.6926
815,3.6928
816,3.6928
817,3.6928
818,3.6929
819,3.6929
820,3.6931
821,3.6931
822,3.6933
823,3.6933
824,3.6933
825,3.6934
826,3.6934
827,3.6936
828,3.6936
829,3.6937
830,3.6937
831,3.6937
832,3.6939
833,3.6939
834,3.6941
835,3.6941
836,3.6941
837,3.6942
838,3.6942
839,3.6944
840,3.6944
841,3.6945
842,3.6945
843,3.6947
844,3.6947
845,3.6947
846,3.6948
847,3.6948
848,3.695
849,3.695
850,3.6952
851,3.6952
852,3.6952
853,3.6953
854,3.6953
855,3.6955
856,3.6955
857,3.6956
858,3.6956
859,3.6956
860,3.6958
861,3.6958
862,3.696
863,3.696
864,3.696
865,3.6961
866,3.6961
867,3.6963
868,3.6963
869,3.6964
870,3.6964
871,3.6966
872,3.6966
873,3.6968
874,3.6968
875,3.6968
876,3.6969
877,3.6969
878,3.6971
879,3.6971
880,3.6972
881,3.6972
882,3.6972
883,3.6974
884,3.6974
885,3.6975
886,3.6975
887,3.6977
888,3.6977
889,3.6977
890,3.6979
891,3.6979
892,3.698
893,3.698
894,3.6982
895,3.6982
896,3.6983
897,3.6983
898,3.6983
899,3.6985
900,3.6985
901,3.6987
902,3.6987
903,3.6988
904,3.6988
905,3.6988
906,3.699
907,3.699
908,3.6991
909,3.6991
910,3.6993
911,3.6993
912,3.6995
913,3.6995
914,3.6995
915,3.6996
916,3.6996
917,3.6998
918,3.6998
919,3.6998
920,3.6999
921,3.6999
922,3.7001
923,3.7001
924,3.7002
925,3.7002
926,3.7004
927,3.7004
928,3.7006
929,3.7006
930,3.7007
931,3.7007
932,3.7007
933,3.7009
934,3.7009
935,3.701
936,3.701
937,3.7012
938,3.7012
939,3.7014
940,3.7014
941,3.7015
942,3.7015
943,3.7015
944,3.7017
945,3.7017
946,3.7018
947,3.7018
948,3.7018
949,3.702
950,3.702
951,3.7022
952,3.7022
953,3.7023
954,3.7023
955,3.7025
956,3.7025
957,3.7026
958,3.7026
959,3.7028
960,3.7028
961,3.7028
962,3.703
963,3.703
964,3.7031
965,3.7031
966,3.7033
967,3.7033
968,3.7034
969,3.7034
970,3.7036
971,3.7036
972,3.7036
973,3.7037
974,3.7037
975,3.7039
976,3.7039
977,3.7041
978,3.7041
979,3.7042
980,3.7042
981,3.7044
982,3.7044
983,3.7045
984,3.7045
985,3.7045
986,3.7047
987,3.7047
988,3.7049
989,3.7049
990,3.705
991,3.705
992,3.705
993,3.7052
994,3.7052
995,3.7053
996,3.7053
997,3.7055
998,3.7055
999,3.7057
1000,3.7057
1001,3.7058
1002,3.7058
1003,3.706
1004,3.706
1005,3.706
1006,3.7061
1007,3.7061
1008,3.7063
1009,3.7063
1010,3.7064
1011,3.7064
1012,3.7066
1013,3.7066
1014,3.7066
1015,3.7068
1016,3.7068
1017,3.7069
1018,3.7069
1019,3.7071
1020,3.7071
1021,3.7072
1022,3.7072
1023,3.7074
1024,3.7074
1025,3.7076
1026,3.7076
1027,3.7077
1028,3.7077
1029,3.7079
1030,3.7079
1031,3.708
1032,3.708
1033,3.708
1034,3.7082
1035,3.7082
1036,3.7084
1037,3.7084
1038,3.7085
1039,3.7085
1040,3.7085
1041,3.7087
1042,3.7087
1043,3.7088
1044,3.7088
1045,3.709
1046,3.709
1047,3.7091
1048,3.7091
1049,3.7093
1050,3.7093
1051,3.7095
1052,3.7095
1053,3.7096
1054,3.7096
1055,3.7096
1056,3.7098
1057,3.7098
1058,3.7099
1059,3.7099
1060,3.7101
1061,3.7101
1062,3.7103
1063,3.7103
1064,3.7104
1065,3.7104
1066,3.7106
1067,3.7106
1068,3.7107
1069,3.7107
1070,3.7107
1071,3.7109
1072,3.7109
1073,3.7111
1074,3.7111
1075,3.7112
1076,3.7112
1077,3.7114
1078,3.7114
1079,3.7115
1080,3.7115
1081,3.7117
1082,3.7117
1083,3.7118
1084,3.7118
1085,3.712
1086,3.712
1087,3.7122
1088,3.7122
1089,3.7122
1090,3.7123
1091,3.7123
1092,3.7125
1093,3.7125
1094,3.7126
1095,3.7126
1096,3.7128
1097,3.7128
1098,3.713
1099,3.713
1100,3.7131
1101,3.7131
1102,3.7131
1103,3.7133
1104,3.7133
1105,3.7134
1106,3.7134
1107,3.7136
1108,3.7136
1109,3.7138
1110,3.7138
1111,3.7139
1112,3.7139
1113,3.7141
1114,3.7141
1115,3.7142
1116,3.7142
1117,3.7144
1118,3.7144
1119,3.7144
1120,3.7146
1121,3.7146
1122,3.7147
1123,3.7147
1124,3.7149
1125,3.7149
1126,3.715
1127,3.715
1128,3.7152
1129,3.7152
1130,3.7153
1131,3.7153
1132,3.7155
1133,3.7155
1134,3.7157
1135,3.7157
1136,3.7158
1137,3.7158
1138,3.7158
1139,3.716
1140,3.716
1141,3.7161
1142,3.7161
1143,3.7163
1144,3.7163
1145,3.7165
1146,3.7165
1147,3.7166
1148,3.7166
1149,3.7168
1150,3.7168
1151,3.7169
1152,3.7169
1153,3.7171
