,voltage
0,3.4153
1,3.4153
2,3.4169
3,3.4169
4,3.4169
5,3.4169
6,3.4169
7,3.4169
8,3.4169
9,3.4169
10,3.4169
11,3.4169
12,3.4169
13,3.4169
14,3.4169
15,3.4169
16,3.4169
17,3.4169
18,3.4167
19,3.4169
20,3.4169
21,3.4169
22,3.4169
23,3.4169
24,3.4169
25,3.4169
26,3.4169
27,3.4169
28,3.4169
29,3.4169
30,3.4167
31,3.4169
32,3.4169
33,3.4167
34,3.4167
35,3.4169
36,3.4169
37,3.4169
38,3.4169
39,3.4169
40,3.4169
41,3.4167
42,3.4169
43,3.4169
44,3.4167
45,3.4167
46,3.4167
47,3.4169
48,3.4167
49,3.4169
50,3.4167
51,3.4167
52,3.4167
53,3.4167
54,3.4167
55,3.4169
56,3.4167
57,3.4167
58,3.4167
59,3.4167
60,3.4169
61,3.4169
62,3.4167
63,3.5033
64,3.6036
65,3.6233
66,3.6268
67,3.6279
68,3.6283
69,3.6283
70,3.6283
71,3.6282
72,3.628
73,3.6279
74,3.6279
75,3.6277
76,3.6277
77,3.6275
78,3.6275
79,3.6275
80,3.6275
81,3.6275
82,3.6275
83,3.6277
84,3.6277
85,3.6277
86,3.6279
87,3.6279
88,3.628
89,3.628
90,3.6282
91,3.6283
92,3.6283
93,3.6285
94,3.6287
95,3.6288
96,3.629
97,3.6291
98,3.6293
99,3.6293
100,3.6296
101,3.6296
102,3.6299
103,3.6301
104,3.6302
105,3.6304
106,3.6306
107,3.6307
108,3.6309
109,3.631
110,3.6314
111,3.6315
112,3.6317
113,3.6318
114,3.632
115,3.6323
116,3.6325
117,3.6326
118,3.6328
119,3.6329
120,3.6333
121,3.6334
122,3.6336
123,3.6337
124,3.6341
125,3.6342
126,3.6344
127,3.6345
128,3.6347
129,3.635
130,3.6352
131,3.6353
132,3.6355
133,3.6356
134,3.636
135,3.6361
136,3.6363
137,3.6364
138,3.6366
139,3.6368
140,3.6371
141,3.6372
142,3.6374
143,3.6376
144,3.6377
145,3.6379
146,3.6382
147,3.6383
148,3.6385
149,3.6387
150,3.6388
151,3.639
152,3.6391
153,3.6393
154,3.6396
155,3.6396
156,3.6399
157,3.6401
158,3.6403
159,3.6404
160,3.6406
161,3.6407
162,3.6409
163,3.641
164,3.6412
165,3.6414
166,3.6415
167,3.6417
168,3.6418
169,3.642
170,3.6422
171,3.6423
172,3.6425
173,3.6426
174,3.6428
175,3.643
176,3.6431
177,3.6433
178,3.6433
179,3.6434
180,3.6436
181,3.6437
182,3.6439
183,3.6441
184,3.6442
185,3.6444
