,voltage
0,3.4202
1,3.4202
2,3.4202
3,3.4202
4,3.4202
5,3.4202
6,3.4202
7,3.4202
8,3.4202
9,3.4202
10,3.4202
11,3.4202
12,3.4202
13,3.4202
14,3.4202
15,3.4202
16,3.4202
17,3.4202
18,3.4202
19,3.4202
20,3.4202
21,3.4202
22,3.4202
23,3.4202
24,3.4202
25,3.4202
26,3.4202
27,3.4202
28,3.4202
29,3.4202
30,3.4202
31,3.4202
32,3.4202
33,3.4202
34,3.4202
35,3.4202
36,3.4202
37,3.4202
38,3.4202
39,3.4202
40,3.4202
41,3.4202
42,3.4202
43,3.4202
44,3.4202
45,3.4202
46,3.4202
47,3.4202
48,3.4202
49,3.4202
50,3.4202
51,3.4202
52,3.4202
53,3.4202
54,3.4202
55,3.4202
56,3.4202
57,3.4202
58,3.4202
59,3.4202
60,3.4202
61,3.554
62,3.6463
63,3.6406
64,3.6372
65,3.6349
66,3.6331
67,3.6318
68,3.6307
69,3.6298
70,3.6291
71,3.6285
72,3.6279
73,3.6274
74,3.6269
75,3.6266
76,3.6263
77,3.626
78,3.6258
79,3.6255
80,3.6253
81,3.6252
82,3.6252
83,3.625
84,3.6248
85,3.6248
86,3.6248
87,3.6248
88,3.6248
89,3.6248
90,3.6248
91,3.625
92,3.625
93,3.625
94,3.6252
95,3.6252
96,3.6253
97,3.6253
98,3.6255
99,3.6256
100,3.6258
101,3.626
102,3.626
103,3.6261
104,3.6263
105,3.6264
106,3.6266
107,3.6268
108,3.6269
109,3.6271
110,3.6272
111,3.6274
112,3.6275
113,3.6277
114,3.628
115,3.6282
116,3.6283
117,3.6285
118,3.6287
119,3.6288
120,3.6291
121,3.6293
122,3.6295
123,3.6296
124,3.6298
125,3.6299
126,3.6302
127,3.6304
128,3.6306
129,3.6307
130,3.6309
131,3.6312
132,3.6314
133,3.6315
134,3.6317
135,3.6318
136,3.6322
137,3.6323
138,3.6325
139,3.6326
140,3.6328
141,3.6331
142,3.6333
143,3.6334
144,3.6336
145,3.6337
146,3.6339
147,3.6341
148,3.6344
149,3.6345
150,3.6347
151,3.6349
152,3.635
153,3.6352
154,3.6353
155,3.6355
156,3.6356
157,3.6358
158,3.636
159,3.6361
160,3.6363
161,3.6364
162,3.6368
163,3.6368
164,3.6371
165,3.6371
