,voltage
0,3.4111
1,3.4111
2,3.4111
3,3.4111
4,3.4111
5,3.4111
6,3.4111
7,3.4111
8,3.4111
9,3.4111
10,3.4111
11,3.4111
12,3.411
13,3.4111
14,3.4111
15,3.4111
16,3.411
17,3.4111
18,3.411
19,3.411
20,3.4111
21,3.411
22,3.411
23,3.411
24,3.411
25,3.411
26,3.411
27,3.411
28,3.411
29,3.411
30,3.411
31,3.411
32,3.411
33,3.411
34,3.411
35,3.411
36,3.411
37,3.411
38,3.411
39,3.411
40,3.411
41,3.411
42,3.411
43,3.411
44,3.411
45,3.411
46,3.411
47,3.411
48,3.411
49,3.411
50,3.411
51,3.411
52,3.411
53,3.411
54,3.411
55,3.411
56,3.411
57,3.411
58,3.411
59,3.411
60,3.411
61,3.5057
62,3.6085
63,3.6412
64,3.6401
65,3.6384
66,3.6368
67,3.6357
68,3.6345
69,3.6338
70,3.6331
71,3.6325
72,3.632
73,3.6317
74,3.6314
75,3.6311
76,3.6307
77,3.6306
78,3.6304
79,3.6303
80,3.6301
81,3.6301
82,3.6301
83,3.6299
84,3.6299
85,3.6299
86,3.6299
87,3.6299
88,3.6299
89,3.6299
90,3.6299
91,3.6301
92,3.6301
93,3.6301
94,3.6303
95,3.6303
96,3.6304
97,3.6304
98,3.6306
99,3.6307
100,3.6307
101,3.6309
102,3.6311
103,3.6311
104,3.6312
105,3.6314
106,3.6314
107,3.6315
108,3.6317
109,3.6318
110,3.632
111,3.632
112,3.6322
113,3.6323
114,3.6325
115,3.6326
116,3.6328
117,3.633
118,3.6331
119,3.6333
120,3.6333
121,3.6334
122,3.6336
123,3.6338
124,3.6339
125,3.6341
126,3.6342
127,3.6344
128,3.6345
129,3.6347
130,3.6349
131,3.635
132,3.6352
133,3.6353
134,3.6355
135,3.6357
136,3.6358
137,3.636
138,3.6361
139,3.6363
140,3.6365
141,3.6366
142,3.6368
143,3.6369
144,3.6369
145,3.6372
146,3.6372
147,3.6374
148,3.6376
149,3.6377
150,3.6379
151,3.638
152,3.6382
153,3.6384
154,3.6385
155,3.6387
156,3.6388
157,3.639
158,3.6392
159,3.6393
160,3.6395
161,3.6395
162,3.6396
163,3.6398
164,3.6399
165,3.6401
166,3.6403
167,3.6404
168,3.6404
169,3.6406
170,3.6407
171,3.6409
172,3.6411
173,3.6412
174,3.6414
175,3.6415
176,3.6415
177,3.6417
178,3.6419
179,3.642
180,3.6422
181,3.6423
182,3.6423
183,3.6425
184,3.6426
185,3.6428
186,3.643
187,3.643
188,3.6431
189,3.6433
190,3.6434
191,3.6434
192,3.6436
193,3.6438
194,3.6439
195,3.6439
196,3.6441
197,3.6442
198,3.6444
199,3.6444
200,3.6446
