,voltage
0,3.4013
1,3.4013
2,3.4013
3,3.4013
4,3.4013
5,3.4013
6,3.4013
7,3.4013
8,3.4013
9,3.4013
10,3.4013
11,3.4013
12,3.4013
13,3.4013
14,3.4013
15,3.4013
16,3.4013
17,3.4013
18,3.4013
19,3.4013
20,3.4013
21,3.4013
22,3.4013
23,3.4013
24,3.4013
25,3.4013
26,3.4013
27,3.4013
28,3.4013
29,3.4013
30,3.4013
31,3.4013
32,3.4013
33,3.4013
34,3.4013
35,3.4013
36,3.4013
37,3.4013
38,3.4013
39,3.4013
40,3.4013
41,3.4013
42,3.4013
43,3.4013
44,3.4013
45,3.4013
46,3.4013
47,3.4013
48,3.4013
49,3.4013
50,3.4013
51,3.4013
52,3.4013
53,3.4013
54,3.4013
55,3.4013
56,3.4013
57,3.4013
58,3.4013
59,3.4013
60,3.4013
61,3.5122
62,3.6137
63,3.6577
64,3.655
65,3.652
66,3.6495
67,3.6476
68,3.6461
69,3.645
70,3.6441
71,3.6433
72,3.6426
73,3.642
74,3.6415
75,3.6412
76,3.6409
77,3.6406
78,3.6403
79,3.6399
80,3.6398
81,3.6396
82,3.6395
83,3.6393
84,3.6393
85,3.6392
86,3.6392
87,3.639
88,3.639
89,3.639
90,3.639
91,3.639
92,3.639
93,3.639
94,3.639
95,3.639
96,3.6392
97,3.6392
98,3.6392
99,3.6393
100,3.6393
101,3.6395
102,3.6395
103,3.6396
104,3.6396
105,3.6398
106,3.6398
107,3.6399
108,3.6401
109,3.6403
110,3.6404
111,3.6404
112,3.6406
113,3.6407
114,3.6409
115,3.6411
116,3.6412
117,3.6412
118,3.6414
119,3.6415
120,3.6417
121,3.6419
122,3.642
123,3.6422
124,3.6423
125,3.6425
126,3.6426
127,3.6428
128,3.643
129,3.6431
130,3.6433
131,3.6434
132,3.6436
133,3.6438
134,3.6439
135,3.6441
136,3.6442
137,3.6444
138,3.6446
139,3.6447
140,3.6449
141,3.645
142,3.6452
143,3.6453
144,3.6455
145,3.6457
146,3.6458
147,3.646
148,3.6461
149,3.6463
150,3.6465
151,3.6466
152,3.6468
153,3.6469
154,3.6471
155,3.6473
156,3.6474
157,3.6476
158,3.6477
159,3.6479
160,3.648
161,3.6482
162,3.6484
163,3.6484
164,3.6485
165,3.6487
166,3.6488
167,3.649
168,3.6492
169,3.6493
170,3.6495
171,3.6496
172,3.6498
173,3.65
174,3.65
175,3.6501
176,3.6503
177,3.6504
178,3.6506
179,3.6508
180,3.6509
181,3.6509
182,3.6511
183,3.6512
184,3.6514
185,3.6515
186,3.6517
187,3.6517
188,3.6519
189,3.652
190,3.6522
191,3.6523
192,3.6523
193,3.6525
194,3.6527
195,3.6528
196,3.653
197,3.653
198,3.6531
199,3.6533
200,3.6533
201,3.6535
202,3.6536
203,3.6538
204,3.6538
205,3.6539
206,3.6541
207,3.6542
208,3.6542
209,3.6544
210,3.6546
211,3.6546
212,3.6547
213,3.6549
214,3.6549
215,3.655
216,3.6552
217,3.6552
218,3.6554
219,3.6555
220,3.6555
221,3.6557
222,3.6558
223,3.6558
224,3.656
225,3.6562
226,3.6562
227,3.6563
228,3.6565
229,3.6565
230,3.6566
231,3.6566
232,3.6568
233,3.6569
234,3.6569
235,3.6571
236,3.6573
237,3.6573
238,3.6574
239,3.6574
240,3.6576
241,3.6577
242,3.6577
243,3.6579
244,3.6579
245,3.6581
246,3.6582
247,3.6582
248,3.6584
249,3.6584
250,3.6585
251,3.6587
252,3.6587
253,3.6589
254,3.6589
255,3.659
256,3.659
257,3.6592
258,3.6592
259,3.6593
260,3.6595
261,3.6595
262,3.6596
263,3.6596
264,3.6598
265,3.6598
266,3.66
267,3.66
268,3.6601
269,3.6601
270,3.6603
271,3.6604
272,3.6604
273,3.6606
274,3.6606
275,3.6608
276,3.6608
277,3.6609
278,3.6609
279,3.6611
280,3.6611
281,3.6612
282,3.6612
283,3.6614
284,3.6614
285,3.6616
286,3.6616
287,3.6617
288,3.6617
289,3.6619
290,3.6619
291,3.662
292,3.662
293,3.6622
294,3.6622
295,3.6623
296,3.6623
297,3.6625
298,3.6625
299,3.6627
300,3.6627
301,3.6627
302,3.6628
303,3.6628
304,3.663
305,3.6631
306,3.6631
307,3.6631
308,3.6633
309,3.6633
310,3.6635
311,3.6635
312,3.6636
313,3.6636
314,3.6638
315,3.6638
316,3.6639
317,3.6639
318,3.6641
319,3.6641
320,3.6643
321,3.6643
322,3.6643
323,3.6644
324,3.6644
325,3.6646
326,3.6646
327,3.6647
328,3.6647
329,3.6649
330,3.6649
331,3.665
332,3.665
333,3.6652
334,3.6652
335,3.6652
336,3.6654
337,3.6654
338,3.6655
339,3.6655
340,3.6657
341,3.6657
342,3.6658
343,3.6658
344,3.6658
345,3.666
346,3.666
347,3.6662
348,3.6662
349,3.6662
350,3.6663
351,3.6663
352,3.6665
353,3.6665
354,3.6666
355,3.6666
356,3.6668
357,3.6668
358,3.6668
359,3.667
