,voltage
0,3.4204
1,3.4204
2,3.4204
3,3.4204
4,3.4204
5,3.4204
6,3.4204
7,3.4204
8,3.4204
9,3.4206
10,3.4204
11,3.4204
12,3.4204
13,3.4204
14,3.4204
15,3.4206
16,3.4206
17,3.4204
18,3.4206
19,3.4206
20,3.4204
21,3.4206
22,3.4204
23,3.4206
24,3.4204
25,3.4206
26,3.4206
27,3.4206
28,3.4204
29,3.4206
30,3.4204
31,3.4206
32,3.4206
33,3.4206
34,3.4206
35,3.4206
36,3.4206
37,3.4206
38,3.4206
39,3.4206
40,3.4206
41,3.4206
42,3.4206
43,3.4206
44,3.4206
45,3.4206
46,3.4206
47,3.4206
48,3.4206
49,3.4206
50,3.4206
51,3.4206
52,3.4206
53,3.4206
54,3.4206
55,3.4206
56,3.4206
57,3.4206
58,3.4206
59,3.4206
60,3.4206
61,3.5161
62,3.6199
63,3.6731
64,3.6671
65,3.6629
66,3.6599
67,3.6577
68,3.6558
69,3.6544
70,3.6531
71,3.6521
72,3.6512
73,3.6504
74,3.6498
75,3.6491
76,3.6486
77,3.6482
78,3.6478
79,3.6474
80,3.6471
81,3.6469
82,3.6466
83,3.6464
84,3.6463
85,3.6461
86,3.6459
87,3.6458
88,3.6458
89,3.6456
90,3.6456
91,3.6456
92,3.6456
93,3.6456
94,3.6456
95,3.6456
96,3.6456
97,3.6456
98,3.6456
99,3.6458
100,3.6458
101,3.6459
102,3.6459
103,3.6461
104,3.6461
105,3.6463
106,3.6464
107,3.6464
108,3.6466
109,3.6467
110,3.6469
111,3.6469
112,3.6471
113,3.6472
114,3.6474
115,3.6475
116,3.6477
117,3.6478
118,3.648
119,3.648
120,3.6482
121,3.6483
122,3.6485
123,3.6486
124,3.6488
125,3.649
126,3.6491
127,3.6493
128,3.6494
129,3.6496
130,3.6498
131,3.6499
132,3.6501
133,3.6502
134,3.6504
135,3.6505
136,3.6507
137,3.6509
138,3.651
139,3.6512
140,3.6513
141,3.6517
142,3.6517
143,3.6518
144,3.6521
145,3.6523
146,3.6525
147,3.6526
148,3.6528
149,3.6528
150,3.6531
151,3.6531
152,3.6533
153,3.6536
154,3.6536
155,3.6537
156,3.6539
157,3.654
158,3.6542
159,3.6544
160,3.6545
161,3.6547
162,3.6548
163,3.655
164,3.6552
165,3.6553
166,3.6555
167,3.6556
168,3.6558
169,3.6558
170,3.656
171,3.6561
172,3.6563
173,3.6564
174,3.6566
175,3.6567
176,3.6569
177,3.6569
178,3.6571
179,3.6572
180,3.6574
181,3.6575
182,3.6577
