,voltage
0,3.4084
1,3.4084
2,3.4084
3,3.4084
4,3.4084
5,3.4084
6,3.4084
7,3.4084
8,3.4084
9,3.4084
10,3.4084
11,3.4084
12,3.4084
13,3.4084
14,3.4084
15,3.4084
16,3.4084
17,3.4084
18,3.4084
19,3.4084
20,3.4084
21,3.4084
22,3.4084
23,3.4084
24,3.4084
25,3.4084
26,3.4084
27,3.4084
28,3.4084
29,3.4084
30,3.4084
31,3.4084
32,3.4084
33,3.4084
34,3.4084
35,3.4084
36,3.4084
37,3.4084
38,3.4084
39,3.4084
40,3.4084
41,3.4084
42,3.4084
43,3.4084
44,3.4084
45,3.4084
46,3.4084
47,3.4084
48,3.4084
49,3.4084
50,3.4084
51,3.4084
52,3.4084
53,3.4084
54,3.4084
55,3.4082
56,3.4084
57,3.4084
58,3.4084
59,3.4084
60,3.4084
61,3.5
62,3.6016
63,3.6407
64,3.6407
65,3.6391
66,3.6379
67,3.6366
68,3.6356
69,3.635
70,3.6344
71,3.6339
72,3.6336
73,3.6332
74,3.6331
75,3.6329
76,3.6328
77,3.6328
78,3.6326
79,3.6326
80,3.6326
81,3.6326
82,3.6326
83,3.6328
84,3.6328
85,3.6328
86,3.6329
87,3.6331
88,3.6331
89,3.6332
90,3.6334
91,3.6336
92,3.6337
93,3.6337
94,3.6339
95,3.634
96,3.6342
97,3.6344
98,3.6345
99,3.6347
100,3.635
101,3.6352
102,3.6353
103,3.6355
104,3.6356
105,3.6358
106,3.636
107,3.6361
108,3.6364
109,3.6366
110,3.6367
111,3.6369
112,3.6371
113,3.6372
114,3.6375
115,3.6377
116,3.6379
117,3.638
118,3.6382
119,3.6385
120,3.6387
121,3.6388
122,3.639
123,3.6391
124,3.6393
125,3.6396
126,3.6398
127,3.6399
128,3.6401
129,3.6402
130,3.6404
131,3.6406
132,3.6409
133,3.641
134,3.6412
135,3.6414
136,3.6415
137,3.6417
138,3.6418
139,3.642
140,3.6421
141,3.6423
142,3.6426
143,3.6428
144,3.6429
145,3.6431
146,3.6433
147,3.6434
148,3.6436
149,3.6437
150,3.6439
151,3.6441
152,3.6442
153,3.6444
154,3.6445
155,3.6447
156,3.6448
157,3.645
158,3.6452
159,3.6453
160,3.6455
161,3.6455
162,3.6456
163,3.6458
164,3.646
165,3.6461
166,3.6463
167,3.6464
168,3.6466
169,3.6468
170,3.6469
171,3.6471
172,3.6471
173,3.6472
174,3.6474
175,3.6475
176,3.6477
177,3.6479
178,3.6479
179,3.648
180,3.6482
181,3.6483
182,3.6485
183,3.6485
184,3.6487
185,3.6488
186,3.649
187,3.6491
188,3.6491
189,3.6493
190,3.6495
191,3.6495
192,3.6496
193,3.6498
194,3.6499
195,3.6501
196,3.6501
197,3.6502
198,3.6504
199,3.6504
200,3.6506
201,3.6507
202,3.6507
203,3.6509
204,3.651
205,3.6512
206,3.6512
207,3.6514
208,3.6514
209,3.6515
210,3.6517
211,3.6518
212,3.6518
213,3.652
214,3.6522
215,3.6522
216,3.6523
217,3.6523
218,3.6525
219,3.6526
220,3.6526
221,3.6528
222,3.6528
223,3.6529
224,3.6531
225,3.6531
226,3.6533
227,3.6534
228,3.6534
229,3.6536
230,3.6536
231,3.6537
232,3.6539
233,3.6539
234,3.6541
235,3.6541
236,3.6542
237,3.6542
238,3.6544
239,3.6545
240,3.6545
241,3.6547
242,3.6547
243,3.6549
244,3.6549
245,3.655
246,3.655
247,3.6552
248,3.6553
249,3.6553
250,3.6555
251,3.6555
252,3.6557
253,3.6557
254,3.6558
255,3.6558
256,3.656
257,3.656
258,3.6561
259,3.6561
260,3.6563
261,3.6563
262,3.6564
263,3.6564
264,3.6566
265,3.6566
266,3.6568
267,3.6568
268,3.6569
269,3.6569
270,3.6571
271,3.6571
272,3.6572
273,3.6572
274,3.6574
275,3.6574
276,3.6576
277,3.6576
278,3.6577
279,3.6577
280,3.6579
281,3.6579
282,3.658
283,3.658
284,3.6582
285,3.6582
286,3.6584
287,3.6584
288,3.6585
289,3.6585
290,3.6585
291,3.6587
292,3.6587
293,3.6588
294,3.6588
295,3.659
296,3.659
297,3.6591
298,3.6591
299,3.6593
300,3.6593
301,3.6595
302,3.6595
303,3.6595
304,3.6596
305,3.6596
306,3.6598
307,3.6598
308,3.6599
309,3.6599
310,3.6601
311,3.6601
312,3.6601
313,3.6603
314,3.6603
315,3.6604
316,3.6604
317,3.6606
318,3.6606
319,3.6607
320,3.6607
321,3.6607
322,3.6609
323,3.6609
324,3.6611
325,3.6611
326,3.6612
327,3.6612
328,3.6612
329,3.6614
330,3.6614
331,3.6615
332,3.6615
333,3.6617
334,3.6617
335,3.6617
336,3.6618
337,3.6618
338,3.662
339,3.662
340,3.6622
341,3.6622
342,3.6622
343,3.6623
344,3.6623
345,3.6625
346,3.6625
347,3.6625
348,3.6626
349,3.6626
350,3.6628
351,3.6628
352,3.6628
353,3.663
354,3.663
355,3.6631
356,3.6631
357,3.6631
358,3.6633
359,3.6633
360,3.6634
361,3.6634
362,3.6636
363,3.6636
364,3.6636
365,3.6638
366,3.6638
367,3.6639
368,3.6639
369,3.6639
370,3.6641
371,3.6641
372,3.6642
373,3.6642
374,3.6642
375,3.6644
